,LB,BOLE,MOOB,ARF,ARFre,SS-LB,VU-ARF,SS-ARFre,OALE,CALMID
222,0.986441089,0.936332631,0.972721265,0.981678837,0.984587385,0.945598195,0.946971345,0.935649256,0.926516905,0.972230427
223,0.988859495,0.944151185,0.979543379,0.991242856,0.98947451,0.95920334,0.96698944,0.956245415,0.927459375,0.985007217
224,0.98438205,0.940439226,0.969693938,0.989717303,0.985236071,0.944612714,0.955985246,0.939792946,0.918853084,0.978676567
225,0.992386885,0.940893982,0.980985618,0.99136619,0.989050291,0.964684741,0.964902418,0.950369678,0.932497048,0.986356687
226,0.981760571,0.938792518,0.974753661,0.98232128,0.981456161,0.957136176,0.952139012,0.949659292,0.921900009,0.981502096
227,0.993019207,0.963877097,0.983007052,0.985412216,0.991050677,0.967036032,0.97225119,0.964121722,0.947975419,0.987360627
228,0.983940452,0.937251691,0.970990495,0.984580455,0.982836408,0.950165257,0.95669493,0.948352784,0.914397329,0.979150004
229,0.986609708,0.949347108,0.978927026,0.988008333,0.986349735,0.954889818,0.95935362,0.95302857,0.92491644,0.983128151
230,0.986838208,0.95156914,0.974251124,0.983963209,0.983160587,0.954403309,0.964087272,0.954694244,0.928624587,0.980580484
231,0.988168359,0.949453834,0.975873373,0.992779938,0.988897051,0.961226631,0.96763417,0.963433993,0.931733322,0.98124369
232,0.991942634,0.94739565,0.982222712,0.989873959,0.991182354,0.967180369,0.970444043,0.961363818,0.929366959,0.986557035
233,0.988585615,0.950186651,0.978343872,0.98828881,0.98672571,0.965833454,0.974384708,0.965739158,0.935304807,0.986254352
234,0.983256029,0.941171557,0.968531655,0.988213017,0.98543934,0.955535424,0.963857295,0.958218175,0.917095684,0.979991339
235,0.984736197,0.949095525,0.977202096,0.991962548,0.984997028,0.956190192,0.966793137,0.961426679,0.931256552,0.979312835
236,0.991867551,0.958934098,0.983267209,0.989346982,0.987383053,0.961363796,0.973799028,0.967960275,0.928476796,0.983594685
237,0.989842869,0.958867377,0.979361986,0.98962849,0.990220005,0.968867941,0.977780842,0.972503668,0.940541255,0.985923091
238,0.990637642,0.956825137,0.986591827,0.993806949,0.99204089,0.974143573,0.9814829,0.976900576,0.943838971,0.98951765
239,0.989050247,0.94175083,0.976614724,0.986054513,0.987993784,0.961015854,0.969695805,0.966279765,0.926665862,0.987016671
240,0.992420081,0.959085261,0.985452505,0.989770952,0.986599018,0.96983344,0.979022776,0.97207489,0.933562115,0.989581311
241,0.991084484,0.944021332,0.980737486,0.989433799,0.987951481,0.962048851,0.971065537,0.966813263,0.929540881,0.985404034
242,0.988480482,0.960891415,0.981397425,0.988260141,0.990595049,0.969558018,0.975643871,0.969678886,0.933249983,0.988659946
243,0.993509758,0.971336714,0.987412424,0.993561834,0.991479889,0.971912407,0.983001415,0.979260132,0.947188491,0.990680406
244,0.986453493,0.960317929,0.982758157,0.989055732,0.988014132,0.964521697,0.971358831,0.969595459,0.927521272,0.986332526
245,0.991381913,0.965277525,0.987499269,0.992668695,0.990869438,0.976753754,0.983332089,0.980648705,0.945923596,0.990951957
246,0.988578899,0.960085412,0.979723342,0.99186942,0.989916539,0.964165378,0.977555124,0.974832484,0.928881847,0.984934483
247,0.982903107,0.955571255,0.974834784,0.987950155,0.985123297,0.961234607,0.968925415,0.968831766,0.930324905,0.98167533
248,0.991711507,0.965142227,0.983030311,0.990670292,0.991188849,0.974741036,0.981455204,0.977556401,0.945120108,0.989221696
249,0.989297589,0.946985272,0.985660398,0.990487564,0.988098229,0.962590792,0.977500273,0.972185096,0.930496577,0.986942393
250,0.98791087,0.965691843,0.982762756,0.990843307,0.991889217,0.974033527,0.982765689,0.978212521,0.949101286,0.988136673
251,0.992443889,0.966975087,0.988112071,0.991172839,0.990139156,0.976866569,0.97972016,0.976625167,0.942327554,0.989818919
252,0.992453698,0.96116441,0.987680528,0.990758482,0.989064678,0.971223339,0.981445721,0.977066146,0.941420512,0.990448779
253,0.991876918,0.955408745,0.985473474,0.987780984,0.992751535,0.965207276,0.97910488,0.973534716,0.928902265,0.988593256
254,0.990615871,0.968323988,0.984723998,0.986680106,0.987575927,0.971902431,0.980435139,0.977287102,0.936639464,0.990612806
255,0.990279532,0.971299198,0.987630779,0.994649021,0.992582979,0.974240945,0.983512126,0.980677854,0.943670992,0.991177816
256,0.986830569,0.964812957,0.972083445,0.990466045,0.989866151,0.965868972,0.97713512,0.974201997,0.939557591,0.983565112
257,0.993585037,0.978824079,0.990111151,0.99396363,0.992058392,0.980043623,0.984290714,0.983281493,0.946669402,0.991866403
258,0.980839846,0.95897184,0.97572816,0.985789008,0.980334265,0.96281382,0.96947621,0.964178715,0.916688185,0.97865082
259,0.987404892,0.972804031,0.985279435,0.99207911,0.991663736,0.97378437,0.979522961,0.976616004,0.939584837,0.989115493
260,0.989725862,0.978757221,0.985274058,0.994528954,0.991294944,0.975680729,0.98422291,0.982024284,0.943117127,0.991120601
261,0.989572305,0.975759031,0.987940733,0.992816038,0.988164159,0.974697248,0.982071736,0.979437562,0.945933971,0.989373676
262,0.990444799,0.976005691,0.986321762,0.9910098,0.989838066,0.970159281,0.980736897,0.978181436,0.933875274,0.987503176
263,0.98842689,0.981382958,0.985359674,0.990758421,0.992907867,0.977500622,0.984326544,0.982497157,0.947774748,0.991003218
264,0.993976941,0.981481978,0.987039274,0.994881481,0.992998953,0.979588755,0.988997356,0.985185933,0.956229124,0.991261535
265,0.992450438,0.97334999,0.983959,0.991596908,0.992722418,0.973151264,0.984587754,0.978933317,0.934833087,0.989176233
266,0.991475607,0.983610604,0.989695161,0.994662138,0.993202943,0.979191181,0.986418518,0.983258717,0.952384685,0.993014392
267,0.993275641,0.98396013,0.985713362,0.991954441,0.990796832,0.977741167,0.986314896,0.981236208,0.948317458,0.992950218
268,0.992503434,0.981921582,0.985739947,0.992535125,0.989680834,0.976681879,0.98451928,0.981744375,0.939331185,0.989926713
269,0.98953746,0.981264471,0.981257803,0.98865833,0.987155248,0.969173155,0.979209719,0.976566805,0.939248417,0.986440003
270,0.988925353,0.983275716,0.985636693,0.992103512,0.99199058,0.977150369,0.984228542,0.982451777,0.944019272,0.990272223
271,0.991901142,0.986090802,0.987535115,0.989302698,0.994498154,0.982801689,0.988479379,0.985985378,0.951749704,0.991010937
272,0.987675598,0.983007133,0.986860846,0.993751323,0.994368261,0.978113387,0.986922885,0.980322086,0.948104941,0.989976855
273,0.994760045,0.988050523,0.990135392,0.99468316,0.996303032,0.98283874,0.989412888,0.987020217,0.949668044,0.994389674
274,0.992956842,0.982484631,0.986842481,0.993505511,0.993035412,0.980267517,0.985217156,0.982640281,0.945156625,0.990105195
275,0.993338627,0.988244119,0.988893163,0.992403497,0.994599741,0.98080839,0.988083836,0.985593585,0.948674596,0.99277583
276,0.994145816,0.984908687,0.98956087,0.993914815,0.994927433,0.982102432,0.988152305,0.985454788,0.949267711,0.993596341
277,0.987253961,0.978327211,0.982036875,0.992229448,0.990769352,0.978446664,0.982858873,0.979805662,0.941880925,0.989936558
278,0.994589746,0.98400122,0.992333443,0.993234365,0.989176947,0.982621039,0.988170095,0.983176868,0.953929791,0.993272604
279,0.988514676,0.97813982,0.986367073,0.991826446,0.993189712,0.974855796,0.983309224,0.979222415,0.945249105,0.990926815
280,0.992908888,0.981699619,0.98540113,0.990859447,0.992845206,0.978744613,0.984716508,0.981786282,0.947941796,0.990293293
281,0.994192925,0.986849198,0.991983207,0.996227204,0.995564271,0.983871883,0.989279152,0.986870478,0.947137906,0.994099335
282,0.993574379,0.983748738,0.987217999,0.995651746,0.995224391,0.979017484,0.986639998,0.985502292,0.941971684,0.993227115
283,0.984140262,0.982658733,0.978798798,0.994194053,0.992292857,0.97720212,0.985172899,0.984859906,0.946744982,0.991867954
284,0.993331023,0.987304698,0.983905561,0.994097838,0.993285181,0.980644384,0.9868805,0.981411601,0.948982126,0.992806486
285,0.992669866,0.982372787,0.990292681,0.991714809,0.991061109,0.979965898,0.984276495,0.983049059,0.945757239,0.992000953
286,0.984076725,0.98173764,0.986858054,0.992437039,0.987859802,0.97994587,0.982570841,0.980567956,0.948621868,0.98502766
287,0.985854155,0.981240373,0.992167126,0.990966567,0.992677303,0.977928713,0.984698212,0.982577355,0.945557818,0.990934427
288,0.986978433,0.982331689,0.987283396,0.992472587,0.992028605,0.975841674,0.98447577,0.982900718,0.940408304,0.990504531
289,0.993867626,0.983963214,0.990393866,0.993487534,0.993261611,0.97993896,0.986703669,0.981103419,0.940068519,0.992489653
290,0.994203795,0.98524805,0.988075361,0.995271746,0.991783818,0.981857989,0.988235714,0.984927856,0.95028739,0.9930232
291,0.990049819,0.978895611,0.982060039,0.989072453,0.99164202,0.976579075,0.983410294,0.98176061,0.946661108,0.986759526
292,0.993637671,0.987182491,0.988507102,0.996282556,0.994944323,0.980428719,0.988832469,0.98719032,0.949521006,0.993338069
293,0.988818593,0.982685337,0.984576522,0.992078999,0.993090721,0.978901979,0.98486159,0.983871514,0.946636979,0.98903582
294,0.993476885,0.984721755,0.988582653,0.992671036,0.994534684,0.983958938,0.987039355,0.984876625,0.95083836,0.992799595
295,0.990362396,0.984219552,0.989251754,0.995139455,0.995532405,0.982563843,0.987639878,0.985035683,0.949418958,0.993905696
296,0.9920615,0.98658271,0.987279281,0.995252835,0.994253301,0.983220538,0.989786976,0.988236695,0.949076242,0.99302468
297,0.99152975,0.986455816,0.989705078,0.99249311,0.991466104,0.98165955,0.984521982,0.982239097,0.947662551,0.991707201
298,0.995189294,0.976784883,0.991786955,0.996641904,0.995508356,0.98293938,0.986527427,0.986627386,0.944654759,0.993653708
299,0.988638674,0.97791901,0.980709131,0.98880148,0.988089571,0.975100938,0.981801676,0.981238832,0.938977155,0.985877335
