,LB,BOLE,MOOB,ARF,ARFre,VU-LB,SS-ARF,VU-ARFre,OALE,CALMID
98,0.999116824,0.99953174,0.999153334,0.999705275,0.999619756,0.998640836,0.999163626,0.999094803,0.990572699,0.999775344
99,0.999748322,0.999354121,0.998491522,0.997619866,0.99927435,0.997710873,0.998505565,0.999358575,0.990602082,0.999033486
100,0.794290481,0.790828487,0.552655729,0.84528556,0.830228419,0.59978089,0.664546158,0.696686311,0.685209248,0.816933744
101,0.927948132,0.907530641,0.66023082,0.924507282,0.930796199,0.76563012,0.80376612,0.811809147,0.814771078,0.958178683
102,0.947549025,0.944260379,0.673281908,0.928229288,0.932267965,0.847513082,0.841244277,0.812113509,0.844794711,0.97593166
103,0.962814567,0.972889426,0.715155287,0.955227455,0.951444354,0.904001533,0.880711413,0.86036809,0.881929198,0.987462811
104,0.949120956,0.966480116,0.756299816,0.95102913,0.945308756,0.917254025,0.88503805,0.87091605,0.895531923,0.979084215
105,0.960906042,0.977259747,0.776854827,0.957344899,0.959006378,0.937380135,0.901571782,0.895499699,0.909572734,0.987316715
106,0.967529006,0.979944038,0.783011715,0.955927284,0.961408984,0.939385695,0.901009878,0.892826581,0.89744121,0.989360815
107,0.972737645,0.974606286,0.818725487,0.959342056,0.960282047,0.935656186,0.905597462,0.90125117,0.897500231,0.98601723
108,0.970762157,0.972663863,0.825553894,0.958493827,0.960943663,0.944431226,0.907278651,0.908457488,0.893633705,0.984075708
109,0.969833168,0.980115496,0.826733374,0.966772542,0.966363212,0.947573179,0.915002438,0.916659312,0.898532229,0.986371639
110,0.975151321,0.984002856,0.84887159,0.966741143,0.964728692,0.952634987,0.913053099,0.910707136,0.901661582,0.989944087
111,0.976351414,0.982060577,0.832390976,0.964118968,0.96246404,0.946841113,0.914087999,0.916712861,0.886371194,0.987800996
112,0.982120245,0.983448342,0.864138974,0.970268329,0.971057987,0.957665536,0.92355493,0.934892489,0.898908949,0.991180426
113,0.985103695,0.986859666,0.853020586,0.971133336,0.969940846,0.955972053,0.92163495,0.931154178,0.885180342,0.992194813
114,0.98703679,0.986982324,0.852648024,0.97284764,0.97248363,0.961869081,0.925996101,0.937670395,0.903612318,0.992629034
115,0.990782806,0.985264316,0.88437917,0.972039313,0.970286546,0.963732963,0.922643598,0.937774237,0.910124017,0.991805493
116,0.990064376,0.987510998,0.862198191,0.972714104,0.97014588,0.963681605,0.924231115,0.935148345,0.898089622,0.993839141
117,0.991287231,0.989027224,0.87880731,0.968971619,0.973719981,0.970539997,0.926033614,0.93123577,0.90858033,0.994036579
118,0.990014128,0.98348921,0.883732207,0.972018944,0.97369361,0.970880197,0.932187652,0.937379774,0.91135712,0.993003979
119,0.994250444,0.990904005,0.886092278,0.976088757,0.97761578,0.973932865,0.937141788,0.943696023,0.901300662,0.996890816
120,0.996868175,0.993159851,0.892948875,0.981113202,0.982607344,0.977890682,0.944229792,0.951414368,0.912534882,0.997416853
121,0.995420273,0.990239685,0.886609916,0.976685641,0.975625661,0.969085859,0.934955372,0.939719422,0.901574766,0.996085124
122,0.995519038,0.99308539,0.886881715,0.981868299,0.982595681,0.975629267,0.944383939,0.944099855,0.908069617,0.996015514
123,0.99519107,0.993229468,0.894132895,0.978224952,0.97552444,0.973997309,0.936398314,0.940526695,0.897520788,0.996420167
124,0.988058573,0.989819755,0.88868611,0.970580423,0.971050329,0.970035475,0.928780757,0.925130901,0.903524833,0.994577754
125,0.995770371,0.994261137,0.890302685,0.9811116,0.979472993,0.975889212,0.943878634,0.941576323,0.903284085,0.996668334
126,0.991181805,0.989802841,0.888674707,0.974973709,0.973779004,0.977232444,0.939118222,0.93650006,0.90461951,0.99457624
127,0.992464249,0.99194093,0.89662193,0.978163475,0.977991761,0.974243931,0.944693671,0.939833309,0.898891537,0.993395803
128,0.99611247,0.994965139,0.898093061,0.975680638,0.979599948,0.981217006,0.944944625,0.951222644,0.913198103,0.99733139
129,0.994319794,0.994966433,0.898290496,0.981237366,0.980125049,0.980318688,0.947493994,0.946181329,0.909030551,0.996668232
130,0.991942356,0.990034556,0.916011584,0.981725231,0.983478698,0.980262696,0.950644753,0.957357638,0.915963284,0.99273549
131,0.994022235,0.994995149,0.921541195,0.98616648,0.987874771,0.985139791,0.956563253,0.962071898,0.925665202,0.996280911
132,0.989481627,0.991559971,0.91981807,0.975516677,0.976493099,0.979814687,0.944271343,0.952709029,0.912438641,0.994155297
133,0.992636923,0.993612302,0.911510897,0.986237546,0.987249308,0.986613974,0.953827967,0.960465405,0.90757878,0.997285425
134,0.995334782,0.995550207,0.912392216,0.985552398,0.982610566,0.984820006,0.952628157,0.958319784,0.911714747,0.997260728
135,0.99101685,0.991030971,0.912350476,0.979674952,0.97998606,0.976866892,0.949542403,0.956705583,0.907040927,0.993317768
136,0.996423206,0.996890875,0.930323023,0.987876808,0.989443581,0.987469896,0.959227525,0.961989523,0.922190707,0.997453611
137,0.994051955,0.997000052,0.930425814,0.984634768,0.985204937,0.989441863,0.959829277,0.967076974,0.922061501,0.998132026
138,0.99596798,0.995306921,0.929266093,0.986718559,0.989213377,0.986884396,0.958868135,0.963960317,0.919649998,0.996555286
139,0.997415436,0.996791535,0.930308076,0.987922832,0.989441525,0.989026529,0.961216895,0.96451507,0.923228034,0.998210121
140,0.992026102,0.997727163,0.935231042,0.985850871,0.985773663,0.98917853,0.958096332,0.966751639,0.930706554,0.998271831
141,0.996625596,0.99818512,0.932287113,0.989833632,0.988374931,0.989029744,0.962272813,0.972714825,0.927220461,0.998287409
142,0.993146832,0.994592068,0.922600701,0.983960342,0.984170163,0.985676871,0.956695702,0.966033492,0.91414233,0.9968129
143,0.997235389,0.997122006,0.930473098,0.987101124,0.986543357,0.985930743,0.959091606,0.961667526,0.918969031,0.998724389
144,0.996460143,0.996538736,0.936479177,0.983585249,0.987583212,0.98846011,0.960181909,0.965442442,0.920372574,0.997740636
145,0.995224394,0.995579236,0.936763604,0.980664752,0.982253576,0.98670173,0.958099322,0.968673055,0.924341697,0.996391553
146,0.997794302,0.997586762,0.940344265,0.989319439,0.990954694,0.990332316,0.964335945,0.970357261,0.930360422,0.99828965
147,0.997485364,0.997930514,0.942419629,0.986257258,0.989465351,0.989210856,0.965243681,0.970432816,0.929620177,0.998839861
148,0.997675933,0.995116274,0.940684761,0.983386361,0.987719775,0.985610323,0.960180957,0.966851229,0.931001306,0.995885278
149,0.996464906,0.995546405,0.949638788,0.988951353,0.989609336,0.990445399,0.965705419,0.970502069,0.933786827,0.998399835
150,0.9978636,0.997842002,0.944621155,0.98754902,0.987419741,0.9903956,0.963663548,0.966110852,0.92110745,0.998646478
151,0.996973852,0.997518972,0.943157209,0.986732432,0.988502292,0.989312653,0.963563448,0.968963689,0.923399056,0.998838498
152,0.997251475,0.995046965,0.944005283,0.985589429,0.986109177,0.987307785,0.962550266,0.964784777,0.92679085,0.996790378
153,0.99628688,0.997141983,0.93552911,0.982973524,0.981149544,0.988866215,0.957498822,0.960019955,0.920636883,0.996728518
154,0.99911819,0.998566712,0.94763661,0.989404462,0.989739387,0.995882463,0.968999928,0.973169281,0.929881953,0.999626845
155,0.997251745,0.997701112,0.950617771,0.989557966,0.98869609,0.994202787,0.970064329,0.970363577,0.935861086,0.998792167
156,0.998224396,0.998361487,0.944829697,0.984882347,0.988333916,0.993376041,0.963088969,0.963173057,0.930181041,0.998665112
157,0.996768078,0.998454126,0.943013835,0.991263939,0.992243933,0.99434423,0.968245382,0.965514626,0.92495791,0.998883656
158,0.995618598,0.995228148,0.948918877,0.984861058,0.986213919,0.99236365,0.964112108,0.967223732,0.926403913,0.997288213
159,0.998495213,0.998772896,0.9515344,0.989664765,0.989599968,0.994549941,0.967553325,0.97169832,0.935415554,0.997757803
160,0.994604608,0.99662822,0.95035013,0.987224455,0.987385659,0.990606649,0.964415093,0.967515951,0.922819534,0.996175878
161,0.996892778,0.997142997,0.937107516,0.985392094,0.986368652,0.985185735,0.961262693,0.961286302,0.918913387,0.996165712
162,0.998471417,0.997043525,0.936250495,0.985319197,0.98830136,0.99241735,0.963318387,0.962831846,0.910520765,0.999586428
163,0.999367813,0.99763866,0.954351317,0.990280448,0.991585635,0.996668379,0.972508591,0.971945943,0.935749813,0.999184649
164,0.997758856,0.996928643,0.953040151,0.988486627,0.9887579,0.994406882,0.968037446,0.969800575,0.929977356,0.998803292
165,0.996106463,0.998280253,0.95105796,0.987038812,0.990162728,0.990763716,0.968297217,0.968628493,0.92919138,0.9987877
166,0.999112032,0.9990884,0.955569724,0.990955851,0.990391175,0.995846844,0.972213188,0.974699257,0.934058943,0.999471251
167,0.998775517,0.998708035,0.95655294,0.993161472,0.993487893,0.996255601,0.975522804,0.978374513,0.936752129,0.999648097
168,0.997197726,0.999057291,0.954626448,0.991952761,0.990842006,0.995290621,0.968154372,0.970292888,0.927676485,0.99930876
169,0.998470415,0.99807892,0.961125537,0.990889056,0.989957212,0.996250469,0.973448165,0.973690609,0.939358317,0.998814481
170,0.996696547,0.998293817,0.955343659,0.98936141,0.99004603,0.993517568,0.968122153,0.969157095,0.928658099,0.9981529
171,0.998832559,0.998491528,0.954017175,0.98976802,0.988998652,0.993874542,0.965684326,0.969802755,0.931176706,0.998916498
172,0.99770256,0.998613539,0.95232885,0.992591115,0.989860749,0.994092846,0.970792172,0.971049913,0.929587177,0.99897365
173,0.997324028,0.997551478,0.949861054,0.987515955,0.985437812,0.989467862,0.962976554,0.964675203,0.927221568,0.997599784
174,0.998480259,0.998489549,0.956399277,0.990024788,0.988322071,0.99312096,0.969442187,0.969495325,0.929284088,0.99768364
175,0.99779285,0.997698145,0.960792964,0.988658389,0.987439217,0.995454791,0.97057586,0.971493518,0.930631657,0.998591103
176,0.997616687,0.998506238,0.957030621,0.989795842,0.990834206,0.99554335,0.97111182,0.97206531,0.934555082,0.999282102
177,0.997706805,0.998294666,0.954169913,0.989797024,0.989499153,0.994289763,0.970436066,0.966476902,0.9243503,0.999074481
