,LB,BOLE,MOOB,ARF,ARFre,RVU-LB,VU-ARF,VU-ARFre,OALE,CALMID
70,0.757576887,0.752908022,0.763014022,0.757227938,0.753862598,0.752839172,0.75420597,0.754775106,0.752308386,0.758477322
71,0.754171591,0.745591983,0.761225417,0.753079159,0.748021947,0.750245028,0.751301736,0.754038966,0.750940836,0.754766534
72,0.756931828,0.749490512,0.759202135,0.764030928,0.750829282,0.754378488,0.757937827,0.756304608,0.749298364,0.756354664
73,0.760206963,0.749159104,0.760360292,0.754116791,0.75315942,0.753735983,0.75576175,0.755276991,0.752266747,0.757542841
74,0.758713604,0.749633929,0.759963483,0.756712364,0.754036745,0.753284507,0.75341725,0.755661002,0.753039255,0.756301011
75,0.755125104,0.731609806,0.757339476,0.763786746,0.75428903,0.753007311,0.757586914,0.759340056,0.751909885,0.760519353
76,0.758560743,0.750806226,0.760270897,0.757900235,0.754416743,0.752811427,0.753328234,0.75560572,0.751430127,0.757897689
77,0.759318917,0.750916852,0.762153824,0.757972679,0.756095408,0.753467351,0.755444088,0.756702459,0.753841103,0.759127091
78,0.758196338,0.751064329,0.76178484,0.75952232,0.758894489,0.752099468,0.753788189,0.75537172,0.751740709,0.759112772
79,0.702318184,0.689831726,0.6885336,0.678231543,0.685276308,0.652743823,0.632863307,0.638767674,0.664966971,0.653271697
80,0.773778016,0.765073065,0.758777208,0.767420176,0.76124635,0.661481282,0.662456888,0.65166997,0.71453871,0.701233041
81,0.710352341,0.702723114,0.710247436,0.703154135,0.702498283,0.674804282,0.678624366,0.692716414,0.678451141,0.694986627
82,0.708206163,0.681383108,0.719130184,0.68227447,0.685063949,0.684098464,0.677781952,0.673665571,0.699895601,0.690790457
83,0.723156755,0.721411611,0.731166044,0.716506005,0.720730089,0.712503516,0.71251713,0.704412029,0.719430101,0.719515424
84,0.701192336,0.688304047,0.712733556,0.688238675,0.695457943,0.680969296,0.693773018,0.693772855,0.688575739,0.701022188
85,0.703430305,0.702532633,0.699294658,0.70220927,0.70367422,0.683384504,0.685259047,0.69187041,0.688812603,0.697656914
86,0.72205233,0.715724306,0.719501021,0.719292642,0.722086498,0.713389854,0.710000155,0.715090009,0.717629682,0.722091354
87,0.701420131,0.696190484,0.71377919,0.693354626,0.700848684,0.685104598,0.694347805,0.690519175,0.689428227,0.70560622
88,0.717654221,0.717142367,0.716198021,0.711614946,0.718881281,0.702367259,0.70257768,0.705339224,0.704761223,0.711779458
89,0.699320195,0.671350864,0.710865449,0.681024293,0.696668641,0.684830353,0.698506439,0.70690341,0.684233725,0.706017193
90,0.72405728,0.718314742,0.715900893,0.718159034,0.719360363,0.710599776,0.701881179,0.707379473,0.708121796,0.712712067
91,0.672081408,0.662314724,0.663768766,0.664771978,0.666749619,0.655350494,0.647357434,0.65989046,0.667222158,0.661234224
92,0.664228891,0.644756829,0.645427457,0.693448133,0.693978292,0.650474934,0.661370926,0.652191638,0.653960201,0.676879353
93,0.695311721,0.697987246,0.690792914,0.697923788,0.700005454,0.658686149,0.663649871,0.672831688,0.672929102,0.66271536
94,0.753887379,0.754540888,0.753663291,0.753275247,0.754572309,0.740328021,0.747503804,0.746755611,0.747539789,0.749518805
95,0.70493319,0.703856382,0.707762636,0.697816192,0.699517759,0.676605671,0.668789181,0.684195813,0.695599309,0.690136262
96,0.726916524,0.721916928,0.727171342,0.716426061,0.72304803,0.719685917,0.716359593,0.716592792,0.719410881,0.722512932
97,0.698696252,0.68712466,0.720118205,0.685240821,0.680083793,0.67645434,0.662229015,0.637512798,0.703622129,0.703797714
98,0.712042643,0.720967119,0.725880251,0.70772865,0.706562495,0.702927731,0.691128617,0.696677444,0.714106934,0.710279759
99,0.710546392,0.703474331,0.720076451,0.689553427,0.696495685,0.678806807,0.684608725,0.682834428,0.705960336,0.703346651
100,0.726940797,0.712835282,0.731353649,0.714730744,0.715878027,0.722904784,0.715766232,0.723212194,0.722169677,0.723485371
101,0.751568921,0.752039666,0.760873666,0.750680862,0.748370202,0.744555565,0.748576415,0.746432122,0.750736602,0.751876574
102,0.716841176,0.716989772,0.717034092,0.71608604,0.714403451,0.694493694,0.707354188,0.707319793,0.709291345,0.709182576
103,0.760551446,0.75742541,0.760671922,0.755682514,0.754724074,0.756872949,0.755961795,0.755217869,0.757476843,0.758798553
104,0.751325328,0.744777259,0.761452212,0.74499819,0.748460693,0.74573388,0.752271362,0.750618294,0.751513907,0.75447311
105,0.720366666,0.715219167,0.715761338,0.707720918,0.713860771,0.698016567,0.705339008,0.707435364,0.708069007,0.716430918
106,0.718765076,0.712232332,0.720509568,0.707997803,0.709680988,0.698557499,0.704984108,0.702489583,0.704895646,0.70931868
107,0.716425057,0.711207241,0.722372659,0.707081457,0.711735505,0.704028415,0.704030186,0.703294462,0.708925359,0.713013001
108,0.720998439,0.716093481,0.719955986,0.714460573,0.714385552,0.705292864,0.705008759,0.709531332,0.710600917,0.709645473
109,0.700311729,0.700857145,0.714022184,0.702994862,0.701883275,0.670609376,0.675067273,0.655338411,0.682123259,0.680339228
110,0.755472922,0.748164711,0.760344436,0.755537942,0.755147886,0.744227647,0.745425212,0.740062193,0.748536863,0.750174145
111,0.759391541,0.750345055,0.755345277,0.758767523,0.756826265,0.749616275,0.750267056,0.748865179,0.750064647,0.748879483
112,0.72649928,0.723741884,0.728155768,0.719625698,0.718496462,0.71727482,0.711566101,0.709935869,0.721371215,0.725973668
113,0.713815734,0.711037373,0.72083247,0.690712543,0.696230344,0.690255025,0.68186804,0.69042583,0.713582144,0.710606545
114,0.717580657,0.716124016,0.726081558,0.705946335,0.700951876,0.69811479,0.704294666,0.701653137,0.715682937,0.712842321
115,0.722013747,0.718148326,0.727341838,0.719899599,0.717258471,0.707785575,0.705040272,0.719428681,0.718125255,0.712202207
116,0.7265137,0.724268455,0.732105881,0.709789735,0.713354468,0.71422845,0.715456193,0.719481522,0.722964048,0.723857816
117,0.751756256,0.751649576,0.760527284,0.748004913,0.752028286,0.745124897,0.751044453,0.75178669,0.74979107,0.753986741
118,0.755866125,0.755547834,0.759618858,0.755250434,0.752622313,0.750632724,0.753505354,0.754986403,0.754679054,0.754518113
119,0.721710234,0.719747792,0.726379406,0.706098854,0.711506612,0.71096737,0.704667819,0.702727653,0.711337125,0.7171728
120,0.717056094,0.710238067,0.723384343,0.709540164,0.710963287,0.710804645,0.703124931,0.709499324,0.711093959,0.712431504
121,0.759319812,0.756121756,0.762026186,0.753126097,0.749128536,0.753384719,0.754870582,0.755296561,0.753045525,0.757161155
122,0.720600763,0.717653844,0.724409933,0.711514503,0.711690346,0.711946193,0.706030753,0.712423418,0.714930527,0.717334329
123,0.703577384,0.700192901,0.713313788,0.67657224,0.675685807,0.683069799,0.659477587,0.665787066,0.694317338,0.691013489
124,0.743133041,0.745768691,0.760221937,0.749943632,0.741451411,0.740391296,0.745017909,0.74193601,0.748697228,0.749501762
125,0.752533053,0.748668978,0.760516128,0.756187342,0.752476299,0.744638713,0.746568439,0.745108238,0.750733033,0.752852088
126,0.7530952,0.74937096,0.75683886,0.752193382,0.751700656,0.745019193,0.746892709,0.73917718,0.75122709,0.750964383
127,0.820326594,0.819263363,0.820723436,0.82116289,0.820660333,0.818346403,0.819141314,0.820515087,0.818306501,0.82102235
128,0.704011398,0.707402962,0.719235464,0.694313751,0.680557492,0.696226072,0.68634091,0.690446659,0.699523991,0.710005085
129,0.724210403,0.714242527,0.727667039,0.707953637,0.696888149,0.716219089,0.709661052,0.710134219,0.717290243,0.721903989
130,0.765736102,0.762032655,0.766119492,0.762474601,0.753560624,0.761499018,0.756077012,0.754502265,0.761169526,0.765306426
131,0.757689105,0.754122209,0.763186392,0.753732069,0.751799095,0.753096201,0.75333746,0.752059419,0.751241731,0.758396946
132,0.757931742,0.751756556,0.761670722,0.753351563,0.756917635,0.754732666,0.754879541,0.754874215,0.752308366,0.757662685
133,0.758233331,0.738495474,0.764907851,0.76140373,0.757056412,0.753521842,0.756358206,0.755792366,0.751409762,0.760845693
134,0.75973716,0.751123423,0.763373305,0.756717264,0.756048445,0.752862026,0.754139055,0.755027559,0.752047383,0.758274803
135,0.760958013,0.750167097,0.764429545,0.757717437,0.760202791,0.754305896,0.754665413,0.755794639,0.753340271,0.758780182
136,0.762872721,0.755956751,0.764390494,0.75562389,0.757380097,0.756361762,0.757001881,0.756709809,0.755224586,0.762546461
137,0.655581129,0.653565882,0.711493934,0.655407163,0.666515091,0.618546471,0.61095641,0.604874904,0.659805397,0.641045761
138,0.699114781,0.659302183,0.677957776,0.655773103,0.640345726,0.625633478,0.650742266,0.656536604,0.654081124,0.673484825
139,0.715643075,0.696032961,0.713722119,0.695059136,0.696545836,0.686056042,0.681788499,0.667143233,0.704510132,0.699464244
140,0.719442989,0.689756383,0.727407855,0.709277281,0.713459474,0.696004309,0.690519228,0.648978537,0.701127602,0.712714705
141,0.711483633,0.704509956,0.710053977,0.707325113,0.706282114,0.692820448,0.686861556,0.693310157,0.696070546,0.703753552
142,0.707161042,0.676909862,0.715936992,0.700602299,0.70044125,0.695296026,0.693162761,0.694784948,0.696796598,0.706802095
143,0.723555229,0.718545491,0.722007329,0.715211764,0.717633669,0.70952618,0.704499128,0.707413745,0.714309304,0.716125314
144,0.710399904,0.692012436,0.715898951,0.702703943,0.705651958,0.690177743,0.689890986,0.695350996,0.698718527,0.705875454
145,0.707376927,0.675519244,0.705107194,0.69801832,0.690646131,0.68598131,0.687014326,0.695375771,0.690076864,0.700759131
146,0.692277752,0.690472028,0.68396887,0.682160746,0.689102884,0.658874321,0.666388363,0.65570528,0.658804655,0.676640366
147,0.72214082,0.720372622,0.718795708,0.717816032,0.720170948,0.708933473,0.703602362,0.702122197,0.716821475,0.716138429
148,0.718122288,0.709524583,0.713691361,0.700886412,0.700119271,0.682467656,0.691325774,0.6983942,0.706388805,0.699619131
149,0.719909392,0.715472513,0.727469732,0.693419849,0.704430986,0.698841524,0.69577016,0.682200169,0.716534349,0.708705628
150,0.721050528,0.714989559,0.729736893,0.707188381,0.706183452,0.699341164,0.693354239,0.676525412,0.715901507,0.705552751
151,0.709874215,0.701674908,0.714822171,0.693038827,0.696583969,0.676945879,0.682458174,0.692488312,0.705200026,0.700324819
152,0.72449239,0.706054539,0.730809611,0.71252668,0.714125842,0.703552951,0.700414618,0.70258945,0.719628046,0.716480063
153,0.723481183,0.717715689,0.724842686,0.715364722,0.715702253,0.701038058,0.702975981,0.708491689,0.712067705,0.712012648
154,0.714863128,0.711978392,0.726958038,0.706384799,0.701047217,0.695504687,0.704876743,0.708540538,0.707752938,0.710189225
155,0.718009649,0.710383756,0.725778602,0.712702977,0.712669447,0.705689824,0.706146964,0.709576133,0.71232794,0.712719779
156,0.722989745,0.717712756,0.725839114,0.711831677,0.710984961,0.705818023,0.705517169,0.707049223,0.712281645,0.711150892
157,0.703531112,0.697457678,0.70878776,0.698337283,0.694463592,0.676095874,0.680514853,0.682016493,0.674666826,0.680876185
158,0.75541547,0.751938649,0.762821622,0.755396846,0.754910685,0.75010949,0.748070029,0.74741925,0.750279699,0.750848964
159,0.730370076,0.722236072,0.73041318,0.721180838,0.721736317,0.715943011,0.720261755,0.720269067,0.716580034,0.724253485
160,0.718591361,0.692714017,0.717860669,0.68035957,0.69123471,0.689124044,0.68953285,0.689275473,0.700492475,0.702090984
161,0.720505669,0.714380509,0.728971165,0.696877044,0.7033811,0.71267145,0.707514906,0.703141368,0.718251109,0.715225334
162,0.726469618,0.71985861,0.728952666,0.714902876,0.71202142,0.716065722,0.716469807,0.71615936,0.718857509,0.719508608
163,0.75749493,0.747377938,0.762902271,0.747678009,0.746970408,0.746879514,0.755724068,0.755824608,0.750641429,0.756166521
164,0.723919823,0.709444406,0.729983468,0.69858188,0.698830261,0.710898451,0.711559091,0.711789707,0.708639912,0.71712994
165,0.719437964,0.711865015,0.727183225,0.704758471,0.705218004,0.707237969,0.705118467,0.706712538,0.71249226,0.715005532
166,0.72146583,0.703008546,0.729840207,0.707673888,0.708641166,0.709991869,0.71021386,0.711406916,0.713500392,0.715837657
167,0.706517626,0.687712896,0.714835542,0.681974738,0.684127408,0.685697524,0.680364635,0.686931763,0.686525842,0.686806679
168,0.754274521,0.74658599,0.762205698,0.7484561,0.752304423,0.742956183,0.749695956,0.749307978,0.749122496,0.750741426
169,0.755702335,0.748615055,0.762923348,0.754108871,0.75423616,0.744119517,0.752706124,0.750603624,0.749852751,0.749299928
170,0.719306788,0.688297784,0.718396991,0.690825962,0.697491896,0.70647196,0.695873253,0.700662711,0.704017883,0.71450831
171,0.720545131,0.701968595,0.725899264,0.700413692,0.699957974,0.711904957,0.714403613,0.712785119,0.716913039,0.714985479
172,0.765599382,0.761716646,0.765698128,0.76242526,0.761867736,0.761519839,0.757863729,0.760146256,0.762538428,0.765170876
173,0.760282884,0.743996801,0.763316262,0.752619169,0.752605853,0.750712163,0.756809795,0.759311969,0.752283268,0.755104419
174,0.762321275,0.752021634,0.76472188,0.757290277,0.756280837,0.75340788,0.758106587,0.759225548,0.755122025,0.7581343
175,0.763198565,0.753728659,0.764638641,0.757856374,0.755934658,0.754350374,0.757139887,0.759574538,0.754313746,0.760094354
176,0.72155529,0.709710507,0.721787192,0.704156249,0.707478356,0.700398213,0.707836514,0.70355812,0.70545906,0.707423988
177,0.700958023,0.697346819,0.733222967,0.680227618,0.67477287,0.627306374,0.647063515,0.638100524,0.676512567,0.673051355
178,0.716593054,0.702260252,0.702586531,0.705680543,0.705453234,0.70194701,0.695149301,0.698259178,0.703774093,0.704517148
179,0.705094253,0.688811321,0.711205016,0.698987341,0.694792673,0.678362154,0.69006122,0.690931596,0.695883511,0.700680677
180,0.708428976,0.691909454,0.714021052,0.70034937,0.701031278,0.693359399,0.692326659,0.689833187,0.698677423,0.706973315
181,0.709288707,0.681796189,0.713214641,0.69913473,0.701488593,0.694451532,0.688918547,0.683252801,0.700718263,0.704256771
182,0.69980035,0.697237265,0.687226084,0.695022344,0.696295839,0.667126304,0.668231241,0.680244877,0.679171703,0.682182787
183,0.719284884,0.718374059,0.706466758,0.717834959,0.719484161,0.706075467,0.699377997,0.699882969,0.711964827,0.711014629
184,0.699549404,0.700921511,0.709899722,0.69899272,0.700065362,0.668907418,0.679576278,0.685642611,0.690868953,0.703923143
185,0.694155315,0.694912965,0.712115257,0.675475773,0.687482092,0.66703608,0.676262429,0.675790723,0.698626926,0.698994225
186,0.696478178,0.701672265,0.71338143,0.694103482,0.695897484,0.680600674,0.686447388,0.693052423,0.703693545,0.705858222
187,0.708829901,0.711740538,0.729940159,0.711972363,0.710958275,0.695482552,0.705117795,0.699931847,0.708963928,0.712317611
188,0.716187113,0.713491659,0.72920726,0.709548795,0.71162055,0.707462221,0.707310615,0.70426405,0.712818684,0.719869874
189,0.718814885,0.711286606,0.726648052,0.707295721,0.709249621,0.70505495,0.70470398,0.706848312,0.712447928,0.715624631
190,0.698385406,0.693836582,0.709647285,0.70156611,0.700330866,0.664858522,0.681898921,0.694618414,0.67872055,0.693088139
191,0.71462263,0.690225172,0.710447275,0.684425949,0.684076331,0.70647882,0.708385298,0.709962061,0.707393054,0.714421049
192,0.7156658,0.709028344,0.724740285,0.680877008,0.685979724,0.702920789,0.702627677,0.697531791,0.706224278,0.721331707
193,0.701392687,0.691346838,0.714832067,0.674137326,0.685229213,0.682414973,0.679066023,0.671078791,0.687775629,0.700970117
194,0.723253753,0.713043641,0.729544797,0.713687712,0.709060737,0.709492497,0.713957047,0.714843654,0.715291442,0.7217817
195,0.721494085,0.708689205,0.729266488,0.712100806,0.711624448,0.711770291,0.714164755,0.719061388,0.714975063,0.722738146
196,0.70213368,0.663562462,0.714558721,0.661242472,0.662363969,0.678203767,0.676755728,0.67579956,0.683501204,0.692901201
197,0.752630056,0.740743139,0.756330458,0.749715557,0.750556817,0.747219143,0.751104308,0.753375539,0.74816926,0.753220046
198,0.819633064,0.817438526,0.818203704,0.820213597,0.82095351,0.817182054,0.818198427,0.81876733,0.816261889,0.82054853
199,0.712608651,0.692139415,0.713743005,0.691326927,0.697297432,0.704308805,0.699502898,0.699575391,0.70186089,0.711838484
200,0.725376339,0.709177971,0.732244818,0.711479093,0.716781732,0.719470865,0.718177275,0.720147316,0.717065907,0.726651002
201,0.758973312,0.746745718,0.765788633,0.756054372,0.755731575,0.752595278,0.759238026,0.75448736,0.755605679,0.757621554
202,0.761993854,0.751002198,0.765047125,0.755010984,0.753973627,0.753053105,0.760024728,0.759133281,0.75446033,0.761692213
203,0.651332569,0.629745861,0.748880076,0.644991922,0.678048029,0.579211839,0.652529798,0.651949932,0.656693296,0.641095554
204,0.709494142,0.679532141,0.729433507,0.690246668,0.69790743,0.655917314,0.690994397,0.686609443,0.697162504,0.70619808
205,0.701841615,0.674916703,0.715718732,0.698828861,0.703639911,0.675432901,0.69036056,0.688087478,0.696364556,0.706402681
206,0.679906683,0.687970613,0.726601138,0.681687592,0.66934677,0.630539115,0.656760856,0.662835028,0.672726624,0.688247962
207,0.704872019,0.703906957,0.686303926,0.692750162,0.695594585,0.667083376,0.658791331,0.67414642,0.693405572,0.690303479
208,0.72195875,0.718038665,0.720352898,0.703206798,0.71472341,0.705293478,0.695941746,0.692979162,0.712592602,0.713058793
209,0.694323142,0.698669538,0.718215661,0.689101996,0.692571078,0.684579824,0.68872003,0.671156257,0.69799935,0.70816319
210,0.714639143,0.712254341,0.729159676,0.713400409,0.715818805,0.705165594,0.706794235,0.705130405,0.713248458,0.715793342
211,0.6918095,0.693977499,0.709320883,0.687474126,0.690985303,0.675736031,0.68562842,0.684320061,0.681474038,0.694422141
212,0.72291934,0.716542939,0.722192227,0.716388228,0.716278917,0.714302543,0.713513168,0.713010055,0.715843683,0.723046605
213,0.703562922,0.703706258,0.717657672,0.693398355,0.697468766,0.693064965,0.69659206,0.695159577,0.703033083,0.714061157
214,0.702208001,0.690020585,0.720025363,0.697304585,0.6887719,0.6920008,0.694824128,0.69846742,0.699839838,0.710744269
215,0.702223174,0.688375318,0.713568185,0.675209266,0.682208591,0.684697113,0.676557584,0.68610453,0.687959407,0.701482262
216,0.754562645,0.745813108,0.76001152,0.752857114,0.751872994,0.741614564,0.751443628,0.750895723,0.749839247,0.756045197
217,0.715804115,0.697036499,0.71456055,0.707195457,0.695924599,0.708112344,0.697879434,0.704293063,0.706222055,0.717984973
218,0.727522422,0.714087358,0.731338427,0.722153125,0.714143031,0.718026875,0.719520686,0.719701382,0.720345745,0.728194994
219,0.664003738,0.638699821,0.719011291,0.645785295,0.635997719,0.633863558,0.680498208,0.650854034,0.656353801,0.673626216
220,0.70630946,0.690142505,0.726197542,0.694924951,0.699698385,0.662366548,0.678560138,0.675931712,0.689887536,0.695954871
221,0.696352294,0.651552678,0.708667487,0.688135088,0.688050106,0.661767254,0.681251964,0.680088411,0.675542201,0.701679348
222,0.709849034,0.701681329,0.690199611,0.697993785,0.69828267,0.667787982,0.66380628,0.659592118,0.689784539,0.686898622
223,0.708066863,0.699800642,0.717908306,0.682757347,0.691795517,0.683965256,0.688401448,0.689805431,0.704395475,0.707924898
224,0.705019935,0.678907317,0.707530504,0.679489527,0.675649612,0.658699305,0.672885921,0.672627553,0.677454543,0.693264674
225,0.728392623,0.717301983,0.716303149,0.72030387,0.720911119,0.711686782,0.708350693,0.712079641,0.715968402,0.723250791
226,0.713210062,0.695293357,0.719341962,0.700261152,0.694616241,0.67964645,0.697779543,0.698944148,0.693684754,0.71413735
227,0.713303834,0.688189155,0.713038359,0.69791639,0.696435722,0.676407491,0.689166249,0.694277695,0.697392826,0.705287952
228,0.722333018,0.700508508,0.726104753,0.712360674,0.703851574,0.70013927,0.686155953,0.685900276,0.69542165,0.724798484
229,0.692216713,0.67030783,0.749874041,0.694414802,0.674344628,0.649079863,0.670624368,0.659673403,0.684729415,0.688578848
230,0.680041964,0.673264034,0.738737033,0.663482445,0.685529887,0.652520552,0.661130072,0.666459315,0.673444868,0.701034211
231,0.742710375,0.735867614,0.731847055,0.719439177,0.731752478,0.695039436,0.670939657,0.67522127,0.706230901,0.716425888
232,0.715255463,0.69775804,0.720952799,0.708074313,0.706234153,0.685890504,0.683278793,0.693917617,0.696859483,0.71172399
233,0.728255856,0.713551147,0.724708405,0.717766404,0.720480803,0.708754023,0.697060297,0.708751209,0.713316987,0.725322548
234,0.724429678,0.703536381,0.725794237,0.707280469,0.709501669,0.691433535,0.687056613,0.70283534,0.703237681,0.72011188
235,0.713974439,0.660097846,0.747016675,0.67351593,0.686679559,0.638577719,0.689190257,0.692748352,0.662132238,0.711015605
236,0.740645073,0.731750979,0.728395715,0.725198853,0.727614327,0.675221855,0.669167432,0.683568759,0.704897259,0.716914087
237,0.727625223,0.715918695,0.708877884,0.717877968,0.719079079,0.694231606,0.676725528,0.68554288,0.704341612,0.716228011
238,0.737566978,0.727813903,0.737342733,0.726490622,0.73187995,0.672984302,0.670647218,0.668254135,0.700178022,0.716348732
239,0.722050898,0.717332589,0.715516133,0.715420748,0.717285535,0.678313248,0.676785246,0.659452625,0.691704785,0.69881013
240,0.716359466,0.71403515,0.716577018,0.710672302,0.713036447,0.693147844,0.689362833,0.693013346,0.705665393,0.701853996
241,0.711715901,0.703450647,0.727514698,0.708386503,0.706859014,0.699406849,0.688311509,0.695520789,0.714266265,0.706089087
242,0.710078227,0.700580122,0.71709148,0.702402799,0.699925422,0.6884903,0.677753658,0.685089518,0.70795771,0.699326223
243,0.725733984,0.70974906,0.73018078,0.721632119,0.718893586,0.719301592,0.698420892,0.686870376,0.722662788,0.71735023
244,0.7119271,0.708706109,0.721829762,0.708137852,0.703287022,0.709332751,0.700265248,0.713706117,0.698770965,0.711693293
245,0.717706832,0.718666292,0.722865681,0.716775294,0.716088332,0.701731984,0.704609692,0.709227159,0.712536394,0.707368545
246,0.715509527,0.685961277,0.721570851,0.703840143,0.714132821,0.701834585,0.700819261,0.701800086,0.710126377,0.707154052
247,0.727411692,0.719869704,0.731745261,0.720342405,0.718416318,0.712271342,0.712927834,0.71660075,0.724409882,0.726149239
248,0.718016111,0.718787986,0.73077465,0.710556269,0.71144392,0.691702287,0.707847131,0.714593245,0.708989698,0.709543617
249,0.667704527,0.666318962,0.696900657,0.65854265,0.671220395,0.636618818,0.650786273,0.654246582,0.683535279,0.636926246
250,0.727535824,0.716286422,0.729789421,0.718037218,0.721877987,0.710974572,0.710776233,0.712444375,0.717082458,0.719983094
251,0.723194755,0.709849792,0.724297158,0.704536764,0.715333807,0.704026973,0.704893117,0.7126319,0.710361114,0.713871548
252,0.678616446,0.670361648,0.702689292,0.691191582,0.675489104,0.657160869,0.662666019,0.686401319,0.677865224,0.666136168
253,0.724345764,0.714195893,0.724513736,0.702031728,0.713292073,0.709508618,0.706510604,0.713498508,0.715080519,0.71828106
254,0.726645072,0.71900479,0.72114757,0.717117741,0.717805964,0.710234875,0.703097067,0.711558818,0.715198013,0.718402391
255,0.726988942,0.716770319,0.724035832,0.715685906,0.718157776,0.709764232,0.706661984,0.712469532,0.715395657,0.718547046
256,0.675681508,0.657826401,0.707879331,0.635943907,0.655259367,0.627335239,0.649737928,0.666643046,0.668137516,0.675691658
257,0.671117756,0.65168746,0.685213084,0.638616557,0.639387898,0.653019983,0.634394223,0.655230077,0.679928931,0.661485668
258,0.707487237,0.65783313,0.702856795,0.690255296,0.693761456,0.670361243,0.665606982,0.655149548,0.688538911,0.678021589
259,0.717947919,0.711864593,0.727723079,0.700279093,0.704184265,0.675701158,0.668836247,0.672177638,0.712619385,0.70580517
260,0.759775872,0.756404306,0.76435215,0.756751116,0.75503141,0.754621853,0.755175033,0.753005941,0.756864479,0.758764512
261,0.763942946,0.758959664,0.766340529,0.754777726,0.756030423,0.757007583,0.75612807,0.759003084,0.763285476,0.76523508
262,0.713884565,0.697618928,0.715123676,0.713260954,0.701393568,0.701815794,0.71240747,0.710433094,0.69333929,0.710488832
263,0.709135177,0.701031874,0.717318538,0.701137695,0.696312926,0.684441609,0.693587028,0.690212237,0.701876811,0.701585837
264,0.761825156,0.757297674,0.765687894,0.7574624,0.755652002,0.756622545,0.756364394,0.755647549,0.758024544,0.760620061
265,0.759150402,0.748920177,0.765487534,0.750254454,0.747859057,0.752762265,0.754145537,0.75587992,0.75228744,0.758766003
266,0.704803429,0.687242353,0.712916016,0.6964791,0.69122119,0.689464476,0.694210509,0.701849986,0.689798409,0.697925629
267,0.728193475,0.72168721,0.730527617,0.720232051,0.719723228,0.716205131,0.711824429,0.714956286,0.722108653,0.723735695
268,0.723789428,0.707182229,0.730449139,0.711620935,0.716624587,0.714386014,0.721302776,0.720454066,0.709155367,0.72508595
269,0.715265001,0.702592405,0.710790857,0.703431062,0.702799627,0.688116339,0.694032255,0.705881904,0.698504697,0.710531715
270,0.704363637,0.677452913,0.712692193,0.694683507,0.69478175,0.689665855,0.693106273,0.701420463,0.693479852,0.705110887
271,0.702316179,0.683715377,0.715581527,0.68792861,0.696174356,0.693953367,0.697005559,0.699766768,0.693120532,0.710545535
272,0.708040332,0.660196739,0.709822089,0.694197583,0.697665551,0.68396764,0.692236097,0.692164569,0.687663058,0.703149908
273,0.717297875,0.713874466,0.716212239,0.713465828,0.712247695,0.695969441,0.70276144,0.705103278,0.707791439,0.702300572
274,0.753406055,0.751744674,0.752128522,0.751563087,0.749952404,0.739245371,0.742772454,0.748732057,0.750360329,0.745382365
275,0.753312268,0.734267708,0.755516019,0.744617362,0.752947729,0.747433271,0.747793696,0.750404045,0.750611791,0.749656364
276,0.820710243,0.818702436,0.818281472,0.82091238,0.821019354,0.816316308,0.818299309,0.820033849,0.817116591,0.820358313
277,0.724815691,0.724525241,0.728336467,0.718753354,0.716948034,0.71152652,0.704221603,0.710695512,0.721260964,0.721770411
278,0.712548275,0.721985237,0.730978046,0.711576676,0.711557952,0.715143256,0.715337399,0.714490201,0.727708057,0.731320605
279,0.680036135,0.679549421,0.717125649,0.677361503,0.672617656,0.649941629,0.650409001,0.673957047,0.691455454,0.681613411
280,0.715409803,0.707710272,0.726939322,0.708869576,0.711051841,0.68742971,0.69865991,0.704530773,0.713936683,0.712368235
281,0.76252227,0.762044518,0.764588335,0.761156719,0.759204861,0.756694784,0.757439326,0.762398877,0.758783288,0.762376108
282,0.72259343,0.718043756,0.730837469,0.702820399,0.716232253,0.71752574,0.718804365,0.721785042,0.721648624,0.724509352
283,0.736411424,0.744365326,0.76312292,0.743177918,0.749317713,0.748657825,0.75249324,0.74829808,0.751583553,0.758458636
284,0.745127382,0.746423242,0.763417881,0.746975659,0.748881958,0.741160266,0.750399948,0.751101171,0.752023911,0.754197162
285,0.713154496,0.707607272,0.727777756,0.7088035,0.711148194,0.697184232,0.702988392,0.710236124,0.709799112,0.710901123
286,0.708381396,0.709501668,0.731222218,0.709887825,0.710978454,0.706958112,0.706469221,0.708798434,0.71905176,0.719156343
287,0.752673831,0.744001536,0.764511382,0.747366854,0.748989871,0.746609739,0.751170858,0.75036536,0.753714005,0.755513315
288,0.758549037,0.756525188,0.763712455,0.753277999,0.756049076,0.752296354,0.75114359,0.749916788,0.756049342,0.755870271
289,0.756485603,0.751202144,0.765047293,0.749334806,0.750620142,0.752198373,0.754281208,0.755299936,0.753231672,0.758543469
290,0.718944731,0.718163073,0.724471982,0.715497321,0.71749852,0.709844825,0.706995952,0.711191583,0.713529545,0.714810168
291,0.7556884,0.741774844,0.764377111,0.753634094,0.74779483,0.752118997,0.753311907,0.753568729,0.755207289,0.761138422
292,0.722086384,0.706270627,0.725777013,0.708806679,0.714213704,0.709949529,0.704468693,0.707385444,0.717415651,0.721478083
293,0.687365904,0.680806081,0.710904226,0.680996023,0.681683937,0.666964291,0.66496652,0.665099581,0.694246606,0.686244429
