,LB,BOLE,MOOB,ARF,ARFre,SS-LB,FU-ARF,FU-ARFre,OALE,CALMID
130,0.939289536,0.888929571,0.897786794,0.945712816,0.940058699,0.897179156,0.886480258,0.886991857,0.819614578,0.943566894
131,0.948870364,0.899757238,0.892864545,0.955598018,0.955345027,0.897327736,0.886443096,0.880244335,0.813915241,0.950257536
132,0.953200351,0.909866066,0.907592464,0.962026795,0.951236137,0.901966614,0.90630284,0.890445646,0.826854296,0.948639473
133,0.95085867,0.909307519,0.903073161,0.954004847,0.944892978,0.899848707,0.895113511,0.875749364,0.820327548,0.946392457
134,0.949938932,0.909940261,0.910349726,0.956246319,0.943542383,0.898399752,0.89766359,0.884873259,0.832136425,0.945360004
135,0.950458681,0.901047043,0.909160976,0.956454681,0.954083527,0.896647288,0.898758389,0.890520441,0.820175856,0.951075234
136,0.948660526,0.90549931,0.912767223,0.952275386,0.949564448,0.895767711,0.90392847,0.900986565,0.827238601,0.949243968
137,0.956357296,0.903769304,0.913649495,0.964409847,0.962362476,0.905974838,0.908408679,0.898466253,0.825182274,0.95661443
138,0.948893612,0.895592325,0.908092293,0.953093014,0.950175072,0.899322326,0.893948642,0.880393348,0.811241774,0.947112646
139,0.953255822,0.892860888,0.907843841,0.961274943,0.955108778,0.89660506,0.912801079,0.9003068,0.823885563,0.950398281
140,0.950347148,0.901592547,0.907661761,0.955513274,0.946709676,0.903911417,0.89957769,0.893918338,0.814906535,0.946810802
141,0.957450771,0.908642067,0.905755511,0.959833961,0.955666208,0.908084419,0.914209537,0.910689423,0.819656884,0.950250689
142,0.961345515,0.906274245,0.92812075,0.960518899,0.959523083,0.911252121,0.919559241,0.917106669,0.839056429,0.959703325
143,0.961731217,0.906235193,0.929816847,0.965349567,0.958707585,0.921833106,0.921234183,0.911677352,0.83538275,0.959025387
144,0.958738722,0.893930875,0.919159166,0.957034043,0.958363363,0.90536452,0.916230605,0.903710003,0.818162424,0.953510967
145,0.963953764,0.910080057,0.94008084,0.969615662,0.961581563,0.922672507,0.922291864,0.923364534,0.840119704,0.959809539
146,0.956017838,0.901222112,0.925314052,0.963103893,0.958678345,0.913905978,0.918290686,0.90285473,0.829812628,0.954797919
147,0.951453378,0.893581417,0.924405201,0.961665188,0.954724306,0.906683061,0.917631979,0.906258108,0.826953174,0.945803677
148,0.955784941,0.892342407,0.921774615,0.95557979,0.957886323,0.907473237,0.918938267,0.909858292,0.829425268,0.950859812
149,0.962852389,0.91153023,0.933488413,0.963319038,0.964485781,0.909650367,0.92100002,0.911824689,0.830046948,0.957053688
150,0.964316453,0.916477996,0.936299363,0.969341544,0.961256381,0.923765575,0.923709584,0.919428875,0.843064077,0.962639928
151,0.951596058,0.89193333,0.920331286,0.954573234,0.948469879,0.901064201,0.907204601,0.911920633,0.822751124,0.944218841
152,0.960973967,0.904261105,0.922311256,0.960007142,0.955206445,0.911507815,0.919655793,0.911998775,0.835167699,0.95305899
153,0.968417517,0.918912059,0.943757144,0.96673942,0.966057412,0.927002495,0.933358025,0.936612157,0.851938749,0.963677038
154,0.951320944,0.901319487,0.916273436,0.957438202,0.957019356,0.904892942,0.912424264,0.911555423,0.832711116,0.94865005
155,0.963634782,0.922661594,0.935954867,0.965845716,0.960036226,0.920543084,0.924049966,0.93042429,0.843321834,0.960210121
156,0.946730417,0.903784394,0.919473329,0.95820021,0.951601076,0.907887092,0.916668273,0.91575496,0.834115926,0.948988621
157,0.966794846,0.917722895,0.938577098,0.971112274,0.968848604,0.923333955,0.924771299,0.929706125,0.846282268,0.961965678
158,0.960257381,0.919065024,0.929698343,0.965876236,0.960236353,0.921209775,0.922418265,0.926263153,0.842045314,0.958338792
159,0.964788788,0.910074525,0.932081425,0.967399735,0.957659426,0.917700963,0.920555151,0.924122882,0.837319332,0.958614814
160,0.957573026,0.911482667,0.924930912,0.956432967,0.956115382,0.911623739,0.917932988,0.923475721,0.833619798,0.955149284
161,0.974645247,0.92042395,0.952058969,0.969095383,0.970340938,0.933455131,0.9304895,0.935580209,0.850089851,0.968962312
162,0.962921059,0.904777147,0.935387215,0.964582124,0.958408565,0.918723591,0.920472094,0.919233219,0.836428,0.958640223
163,0.96097146,0.925330251,0.938992399,0.963217571,0.964955184,0.930454864,0.933708011,0.937628826,0.853040848,0.960894009
164,0.967967071,0.921702595,0.933762272,0.974362322,0.961600793,0.931000011,0.935524691,0.939625399,0.85353794,0.960366145
165,0.959553203,0.905979822,0.923754091,0.963183357,0.959589327,0.915965572,0.921414675,0.922276843,0.830625117,0.957973902
166,0.966372091,0.925053286,0.947871516,0.963266017,0.961079323,0.933641175,0.932103088,0.929816995,0.85144298,0.961606773
167,0.958812386,0.913794423,0.938837317,0.958401952,0.961285032,0.923726847,0.923348234,0.924631315,0.85072991,0.956684277
168,0.96372717,0.936954852,0.949901161,0.967319426,0.959292188,0.935330917,0.934704642,0.937521422,0.86752286,0.96238221
169,0.968073269,0.932839743,0.950293037,0.973844735,0.965716231,0.93243235,0.938337564,0.940150904,0.852844891,0.968270211
170,0.965182085,0.922967913,0.947761169,0.973672034,0.963742822,0.934757094,0.933588252,0.93326716,0.853291536,0.960161076
171,0.958869213,0.916558788,0.92632212,0.962250352,0.957139646,0.925158744,0.926097711,0.922597629,0.850881405,0.953659692
172,0.958224869,0.923758389,0.927584574,0.969097505,0.967223338,0.927871938,0.929831673,0.931149549,0.849244924,0.956507561
173,0.969189999,0.924302405,0.949983477,0.963156807,0.963490614,0.935611014,0.9317536,0.923148735,0.850972382,0.966796653
174,0.963385554,0.921543589,0.935286225,0.965884924,0.961843252,0.930369368,0.933053877,0.931345082,0.846943536,0.959441798
175,0.970932456,0.934473939,0.940174948,0.976445614,0.972611897,0.942323527,0.946641791,0.946227411,0.874304671,0.968333716
176,0.96081293,0.921023368,0.929596574,0.963559604,0.966778671,0.929295115,0.93631841,0.930349438,0.854476866,0.958416426
177,0.963540737,0.909401259,0.921036429,0.963175245,0.960207595,0.92337304,0.928329504,0.931075206,0.842046799,0.956484127
178,0.96545061,0.929388904,0.940150524,0.968621378,0.965099617,0.937635297,0.933183429,0.9338185,0.861741352,0.964338084
179,0.964829013,0.918727135,0.933005137,0.966725249,0.967842753,0.931087834,0.937541025,0.937921075,0.856918868,0.963757063
180,0.965502456,0.928100195,0.940274056,0.963596843,0.965092274,0.933004022,0.935443698,0.940033908,0.860639071,0.9607607
181,0.957476141,0.9236152,0.937679148,0.964638539,0.960116839,0.93040378,0.934032396,0.932710127,0.856689499,0.957439801
182,0.970567079,0.929256981,0.944230932,0.969297405,0.96859578,0.941517381,0.94313998,0.938582902,0.860931048,0.968287807
183,0.971358443,0.939748341,0.950765047,0.975507125,0.969308236,0.945780433,0.945600075,0.945067486,0.871542341,0.969962809
184,0.965501012,0.917618715,0.930210257,0.967010302,0.96312219,0.934199598,0.937697695,0.938421493,0.853906062,0.964326288
185,0.973179741,0.936487951,0.951020637,0.972720169,0.974544747,0.948607728,0.952550044,0.951239984,0.880137049,0.971622465
186,0.958994352,0.926334984,0.938801314,0.971163779,0.964541904,0.934099854,0.937838972,0.932980393,0.863578214,0.960899224
187,0.962123479,0.925977404,0.931036354,0.964403674,0.96059659,0.930392636,0.931410851,0.932251727,0.85650116,0.961320985
188,0.963098407,0.931162674,0.937966309,0.971901982,0.964777855,0.936373289,0.939167577,0.935751771,0.858132082,0.966421689
189,0.968709077,0.931368441,0.940444332,0.973307365,0.964927638,0.937387095,0.942187358,0.940557694,0.866115577,0.963670042
190,0.962994079,0.920770613,0.938571778,0.962647513,0.961096282,0.931614429,0.933284898,0.940411223,0.856875841,0.959223336
191,0.965125917,0.937138145,0.948313041,0.970143376,0.963009952,0.939181305,0.942888648,0.939343421,0.865952786,0.963349254
192,0.967641067,0.926233547,0.939729443,0.968444443,0.962783582,0.93538523,0.939027496,0.941891856,0.861474757,0.965908749
193,0.963054229,0.924403362,0.935388749,0.965843046,0.966281326,0.934260027,0.940640668,0.941735443,0.865280464,0.960217576
194,0.960012352,0.922123212,0.931724339,0.962939993,0.963121386,0.933510918,0.935663541,0.930086065,0.852738897,0.958919529
195,0.970425325,0.938062408,0.941938771,0.976401454,0.972251817,0.943323652,0.94665123,0.948520024,0.862560701,0.970774117
196,0.965943404,0.91864501,0.929937612,0.968391656,0.965834372,0.931757885,0.941846546,0.935515064,0.853539161,0.964924587
197,0.967087564,0.93010212,0.939906417,0.971831599,0.968103437,0.93970668,0.945774399,0.946375217,0.8585032,0.963859751
198,0.973086892,0.946185647,0.938016834,0.98012204,0.973316557,0.943940037,0.946380472,0.942804181,0.86553306,0.969740586
199,0.968850653,0.934326316,0.943217623,0.973568088,0.96964181,0.943965492,0.942968008,0.945823507,0.857628205,0.97113602
200,0.732412233,0.657759776,0.572780511,0.636475571,0.650041793,0.54445976,0.543178732,0.533694284,0.640811603,0.579441924
201,0.810186556,0.799992837,0.62229094,0.750700849,0.706934155,0.680028783,0.577209843,0.490603431,0.696865068,0.674727102
202,0.817529008,0.798117064,0.624924063,0.754474089,0.791806098,0.741277723,0.619417807,0.484091001,0.747408932,0.745777514
203,0.876318933,0.830233206,0.642152452,0.801955485,0.799983212,0.785473837,0.655565316,0.485341571,0.783746891,0.80544003
204,0.867659,0.830530254,0.646133485,0.804725564,0.805140354,0.786692107,0.633021498,0.491941499,0.789846563,0.798321344
205,0.878064079,0.836254164,0.694282979,0.804866038,0.809681028,0.794690289,0.72430427,0.49728188,0.801733721,0.807874133
206,0.924824028,0.833946703,0.739215937,0.859970885,0.85476806,0.83556984,0.785153003,0.706554896,0.830913083,0.85801611
207,0.920029641,0.875732535,0.766423769,0.885641628,0.872241326,0.844865184,0.812513203,0.77732449,0.829764371,0.876785469
208,0.943695217,0.899710204,0.778579459,0.901076954,0.890542815,0.856036894,0.832658442,0.788694589,0.840310654,0.886786251
209,0.942387071,0.902388092,0.810020917,0.90653822,0.910078855,0.86879815,0.849078064,0.830222161,0.864736073,0.899963664
210,0.951062988,0.924772228,0.838306107,0.92958806,0.919848662,0.898988321,0.874175509,0.866049007,0.874922183,0.930945851
211,0.959906,0.934601465,0.856552558,0.945514447,0.942518936,0.913024611,0.900898133,0.871329089,0.897327924,0.946043792
212,0.957121567,0.922460388,0.861056334,0.935537709,0.952171892,0.90741862,0.907710137,0.878260201,0.894088179,0.935792216
213,0.95806068,0.933357791,0.866635613,0.944606208,0.947751535,0.914621093,0.908810852,0.884921345,0.891570303,0.930304412
214,0.950594124,0.929685406,0.863293535,0.941935776,0.939320804,0.911554746,0.907181869,0.883152383,0.891561059,0.939328098
215,0.942966538,0.930768012,0.848123909,0.922544615,0.930527015,0.908991326,0.897250999,0.874051569,0.881263937,0.934975844
216,0.889554329,0.884440072,0.801627069,0.861422416,0.880549181,0.862804398,0.843516534,0.83939597,0.844608435,0.887100187
217,0.876491724,0.874512927,0.794909745,0.842037407,0.859038616,0.84435542,0.84024421,0.828414253,0.835534946,0.876698644
218,0.865776291,0.876432558,0.79032683,0.785931807,0.797840381,0.843198781,0.836191741,0.826848386,0.827035398,0.877192107
219,0.864997189,0.855757249,0.805200839,0.804940332,0.800487289,0.83122926,0.832347443,0.84145767,0.833181876,0.871816394
220,0.887777316,0.88090859,0.807908915,0.826182841,0.80254075,0.867151255,0.859289152,0.852277708,0.847991061,0.893524675
221,0.91734802,0.885553452,0.865261113,0.880177581,0.858233573,0.878734803,0.88615835,0.866887387,0.87667796,0.917735116
222,0.943730256,0.898916442,0.901234469,0.91207131,0.887599801,0.903452733,0.903904702,0.879536617,0.886573238,0.936582544
223,0.959141798,0.918419524,0.900615965,0.931325843,0.922964854,0.924351562,0.908996374,0.880629693,0.90104539,0.950755
224,0.957967361,0.906077774,0.912919354,0.934090948,0.916612544,0.912894763,0.900578221,0.892664541,0.891526694,0.950948708
225,0.972383682,0.929916011,0.927627066,0.958040801,0.950358463,0.92965569,0.925790236,0.914775424,0.913361798,0.963627934
226,0.961427669,0.906150214,0.922205045,0.942940111,0.946267012,0.924851664,0.915080611,0.893946687,0.898502778,0.96247016
227,0.972762573,0.912207117,0.937024088,0.95510392,0.955966375,0.935911475,0.929013045,0.910844239,0.911867383,0.971632012
228,0.967178338,0.912420931,0.943858796,0.958916455,0.955681677,0.931818659,0.933801321,0.913665506,0.907184899,0.967606515
229,0.96607717,0.895546677,0.934539637,0.946731268,0.948084054,0.929429236,0.924844103,0.896301224,0.916738466,0.970346428
230,0.958633412,0.899228669,0.905242413,0.942579636,0.935982556,0.915523048,0.910475218,0.901253631,0.894570529,0.96154714
231,0.928399583,0.870005645,0.870574384,0.907978083,0.891341276,0.886512388,0.873158467,0.866220356,0.873376755,0.944684273
232,0.927447563,0.893154035,0.862008403,0.898487369,0.886601673,0.880627819,0.875558482,0.84481758,0.873987556,0.945735945
233,0.934457919,0.904661854,0.85345346,0.896815298,0.89698148,0.889565948,0.88175519,0.863220929,0.886509317,0.956356003
234,0.935686673,0.908335666,0.874310827,0.897363263,0.910619538,0.892435608,0.884479217,0.870125318,0.885703157,0.957415772
235,0.947008051,0.917906353,0.876407404,0.922175067,0.92380723,0.90166222,0.892987038,0.884503947,0.889996647,0.968505136
236,0.95839817,0.920834796,0.927321656,0.933306658,0.938713464,0.905980412,0.926623759,0.911256329,0.901934664,0.968458197
237,0.973118132,0.93538519,0.957868813,0.964698669,0.958266861,0.9226823,0.952728887,0.940259656,0.932594097,0.975185703
238,0.9834029,0.943208639,0.96846325,0.966241071,0.97417454,0.935692073,0.963773536,0.959292069,0.934842494,0.982815141
239,0.986333043,0.949135361,0.973389178,0.980994646,0.980647713,0.939582427,0.967827044,0.959616429,0.939843063,0.986431903
240,0.986604605,0.958028302,0.97806972,0.976601424,0.978104088,0.943430054,0.969829892,0.960346161,0.946232502,0.985910609
241,0.988689783,0.96092503,0.983333626,0.982766481,0.982795623,0.950706823,0.978040136,0.969166336,0.950528739,0.991958768
242,0.990507272,0.966739572,0.981623091,0.981568819,0.986457565,0.958131067,0.975676671,0.972541278,0.961071664,0.993442736
243,0.993701066,0.963578669,0.978917062,0.992031977,0.988251207,0.953446365,0.98307989,0.981522658,0.954270938,0.989208368
244,0.991657629,0.960664522,0.981884531,0.986496449,0.982169638,0.954735131,0.97687453,0.974586271,0.957990112,0.99372528
245,0.984204668,0.95881227,0.972471137,0.976516533,0.977406595,0.950289207,0.972732508,0.968645624,0.947137224,0.992933318
246,0.961769935,0.939910708,0.950019138,0.959459134,0.951069821,0.933592754,0.950175421,0.951132762,0.932862244,0.982203288
247,0.941625603,0.918471289,0.926023193,0.858681433,0.889882099,0.911781947,0.926497834,0.913442367,0.905392045,0.971398314
248,0.945172364,0.923718379,0.921247447,0.830794505,0.792975615,0.914454454,0.920350991,0.922030675,0.914016791,0.968435586
249,0.928848605,0.911466674,0.905328631,0.858232358,0.837398943,0.894432223,0.899540123,0.892352738,0.890570702,0.951191805
250,0.920662435,0.895226126,0.886805697,0.871824315,0.845648935,0.882277154,0.880758608,0.85651626,0.878408704,0.937369372
251,0.923565757,0.886632318,0.894038727,0.850526045,0.849839739,0.868556805,0.875117779,0.833683692,0.869500096,0.933189712
252,0.946072177,0.923007974,0.933276387,0.912436971,0.896474327,0.903877384,0.898471605,0.878944393,0.916904485,0.958194345
253,0.948011684,0.925557413,0.924967017,0.919342195,0.901703945,0.917124842,0.888114442,0.881902686,0.920369198,0.958008726
254,0.957321918,0.925604832,0.917852775,0.929355468,0.910790776,0.922970991,0.8932335,0.890497016,0.911058618,0.959218814
255,0.949630033,0.919388879,0.918234476,0.923901331,0.920179353,0.914814366,0.894733165,0.886786065,0.912476559,0.955412373
256,0.954934038,0.924695381,0.929102101,0.93177685,0.923864926,0.918965989,0.897872059,0.890014198,0.91077819,0.961671766
257,0.952734353,0.906217206,0.908141137,0.897860845,0.901488701,0.911949979,0.8768487,0.865509127,0.886028999,0.961644835
258,0.93768571,0.881955526,0.890181431,0.896150313,0.886699574,0.893710458,0.858426186,0.824596684,0.878108349,0.944186186
259,0.942975922,0.904920059,0.863960004,0.883964598,0.865371451,0.903082504,0.853042493,0.820047452,0.883897883,0.951948082
260,0.947691821,0.887838648,0.865335809,0.87734145,0.875345902,0.907661626,0.850077861,0.866341078,0.883462231,0.955581739
261,0.947650828,0.889742928,0.870338646,0.875829695,0.86717307,0.907450282,0.846255527,0.840996792,0.881621577,0.95219511
262,0.954955264,0.890574547,0.884266884,0.901850601,0.889482578,0.903298765,0.836392935,0.850731359,0.880784814,0.93961198
263,0.957210401,0.891322866,0.871529809,0.907530886,0.890185244,0.909158679,0.848507467,0.861370016,0.880099555,0.954357891
264,0.956169994,0.905564982,0.896517025,0.922136377,0.90779511,0.916029133,0.852140354,0.864064293,0.886237952,0.953902063
265,0.954868003,0.898109734,0.893447156,0.914471442,0.91113712,0.918260628,0.850657015,0.864799419,0.885260071,0.952113586
266,0.960172729,0.896429611,0.907984599,0.916102496,0.914744892,0.925258756,0.855848644,0.878369944,0.886755874,0.961104354
267,0.972172586,0.906264694,0.942823222,0.932289581,0.931754467,0.925813828,0.876580621,0.90299999,0.911173948,0.953232035
268,0.969687474,0.921518294,0.948206247,0.947288818,0.944531159,0.927360585,0.8951357,0.920902792,0.911103879,0.95377987
269,0.968244775,0.917980708,0.94354829,0.948077452,0.937310856,0.935131742,0.904836659,0.91132523,0.915889397,0.963037008
270,0.969544153,0.91889914,0.948430758,0.943713911,0.944565344,0.930681259,0.90580406,0.896396527,0.921966079,0.96280561
271,0.971427193,0.928626698,0.940687583,0.950485568,0.950004081,0.93790226,0.910572029,0.915941531,0.920614438,0.96518425
272,0.978569879,0.938234849,0.962449951,0.963163847,0.962339127,0.950303271,0.933163534,0.935475216,0.937281938,0.977072112
273,0.975423093,0.938680693,0.965246478,0.972007798,0.967116893,0.945936871,0.927881764,0.933356873,0.929726667,0.974736503
274,0.978858699,0.937585585,0.97135816,0.972431659,0.96580585,0.950657306,0.930271607,0.942684844,0.928539653,0.976888255
275,0.976470762,0.942950376,0.973959655,0.969852092,0.964841543,0.951553422,0.934640144,0.947235778,0.941548558,0.978160489
276,0.983460942,0.939070449,0.979362746,0.97344765,0.97279816,0.951778366,0.944090116,0.955459402,0.939806377,0.974446236
277,0.98486944,0.950188955,0.986703603,0.978455354,0.979398386,0.963086127,0.953056814,0.952111318,0.955159944,0.977465714
278,0.988479783,0.962676925,0.991798799,0.982158928,0.984077929,0.972291662,0.960752693,0.972926729,0.958982048,0.986280561
279,0.990171345,0.963710944,0.990403172,0.99108366,0.985552359,0.974787773,0.96933677,0.967034501,0.966967618,0.991224428
280,0.989328651,0.970261311,0.992494715,0.987452544,0.990739388,0.977816944,0.971048207,0.971466858,0.963826463,0.990279091
281,0.993850681,0.961800851,0.995135307,0.991605671,0.990582762,0.978705663,0.97592378,0.968097113,0.969932308,0.990766347
282,0.994404749,0.972345124,0.99566866,0.991981271,0.990444495,0.981748833,0.980091932,0.979446257,0.972001938,0.989516011
283,0.99349597,0.976287115,0.992321922,0.990165382,0.988043141,0.983101924,0.975512343,0.976870918,0.972075533,0.989711646
284,0.994006468,0.974602088,0.99498155,0.986719758,0.993691402,0.985645644,0.977593637,0.976980652,0.970759462,0.995347149
285,0.993641621,0.97542888,0.992462683,0.990459363,0.991494297,0.985370798,0.98129262,0.981830363,0.975128748,0.991955506
286,0.98960885,0.970996859,0.992076456,0.988104718,0.987795923,0.98182773,0.976421672,0.979424291,0.970948795,0.992866586
287,0.988065326,0.951996799,0.98005038,0.984131762,0.980653515,0.971540138,0.963873983,0.956957593,0.952160192,0.987324609
288,0.989161063,0.948469085,0.981737533,0.981097682,0.978779898,0.972589813,0.959956289,0.964090474,0.955452501,0.99312236
289,0.989977255,0.963867424,0.985455037,0.983471603,0.977987904,0.979064772,0.968483727,0.968142539,0.959072554,0.99032074
290,0.994536979,0.96568344,0.984625078,0.97633269,0.979230866,0.980749136,0.969104574,0.970279736,0.960025747,0.993387597
291,0.993022864,0.966867618,0.991125429,0.973521805,0.98087993,0.977385489,0.972264511,0.97066792,0.961249083,0.993683774
292,0.993372414,0.974571071,0.986355669,0.977880651,0.983586303,0.986578691,0.975319667,0.976855288,0.967886313,0.994147703
293,0.992611946,0.975517563,0.989182858,0.983819943,0.988653244,0.984880341,0.978359973,0.976057536,0.965794832,0.996479669
294,0.996334551,0.97739731,0.988383123,0.982687623,0.98424567,0.986880811,0.978022741,0.978506161,0.969231656,0.994835312
295,0.992118166,0.979965088,0.991690776,0.97969124,0.990317309,0.98684802,0.985338038,0.984109066,0.969120268,0.992937109
296,0.993985126,0.977972803,0.992998248,0.986786511,0.984311039,0.986599528,0.982467843,0.980073344,0.967572494,0.991523255
297,0.990206064,0.984687854,0.997643714,0.991435634,0.989569767,0.988821146,0.988792336,0.989023095,0.977835341,0.994006479
298,0.992058238,0.978817733,0.992812113,0.982745369,0.986330205,0.98760075,0.983631596,0.981710125,0.969407614,0.994432905
299,0.992605642,0.975863721,0.989401643,0.981999108,0.982919278,0.981343291,0.975961709,0.973887939,0.968745276,0.990650186
300,0.985638182,0.972823763,0.985559572,0.974159323,0.979954711,0.975295426,0.969822216,0.972919835,0.967014853,0.989749919
301,0.983205502,0.967096904,0.981185025,0.940747841,0.952893723,0.97071349,0.9634844,0.967560249,0.960408187,0.986744815
302,0.982544286,0.969896437,0.980165267,0.94348283,0.939727559,0.966089076,0.964140324,0.972918311,0.95848601,0.981445996
303,0.977582754,0.958665614,0.973213201,0.936495022,0.925737138,0.957563267,0.954263119,0.962088986,0.95629752,0.98182713
304,0.983511949,0.979175324,0.983887903,0.958596084,0.957112864,0.971680112,0.970130846,0.977700723,0.972247214,0.990434993
305,0.985034281,0.980208608,0.978179376,0.965916207,0.95743608,0.971490295,0.965934161,0.975891342,0.968122165,0.9867494
306,0.981189913,0.967236934,0.974460542,0.958222587,0.944018028,0.967215522,0.959432213,0.966563601,0.964393989,0.982229247
307,0.986951954,0.978880029,0.977732295,0.967295713,0.961180226,0.976747401,0.966247621,0.964718799,0.970310527,0.990743249
308,0.989431966,0.981399521,0.983073225,0.967670453,0.957015294,0.97657415,0.966091634,0.967516063,0.971041794,0.990841918
309,0.978995383,0.975969421,0.97814737,0.970380282,0.96523035,0.972428778,0.965049343,0.965522604,0.969437332,0.98766814
310,0.989645217,0.981733989,0.981637705,0.976951616,0.978716136,0.97983208,0.972317712,0.975762942,0.969927556,0.990985904
