,LB,BOLE,MOOB,ARF,ARFre,VU-LB,VU-ARF,SS-ARFre,OALE,CALMID
278,0.990126143,0.983759958,0.975438954,0.97066002,0.971415717,0.98338175,0.951484764,0.95279808,0.952933557,0.992330417
279,0.989610969,0.986077678,0.969471632,0.967205886,0.972462816,0.981706302,0.9490973,0.951046207,0.941782854,0.993824222
280,0.992484378,0.988371533,0.978415535,0.970616204,0.970546871,0.985134454,0.953863429,0.958816686,0.958826947,0.995172123
281,0.98881349,0.986152378,0.978610394,0.968927147,0.971817714,0.984723216,0.957933045,0.961075,0.959809907,0.992381489
282,0.9915344,0.990461494,0.979723219,0.983322331,0.978062019,0.988196422,0.966570028,0.96697815,0.960788664,0.9942307
283,0.995181246,0.994008315,0.977658976,0.985543519,0.986611033,0.991888965,0.977232202,0.978191424,0.971235744,0.996775656
284,0.993711974,0.989749382,0.980323795,0.986543364,0.978248618,0.98926893,0.97229406,0.97191234,0.968619968,0.995767902
285,0.993424835,0.982396895,0.978911901,0.974790672,0.981084419,0.984327808,0.965935973,0.963463428,0.954171488,0.991265987
286,0.992529805,0.991177311,0.977763021,0.985010279,0.984478772,0.988369447,0.975925992,0.972967069,0.965559849,0.994633046
287,0.995820813,0.992951139,0.978831907,0.98780614,0.987082767,0.99155093,0.978132714,0.974568928,0.971578413,0.997112708
288,0.994469494,0.989947673,0.982037574,0.987665049,0.985302741,0.989752406,0.978429829,0.976855126,0.967238121,0.993232131
289,0.993735261,0.993190346,0.986173455,0.987298654,0.988943531,0.989599959,0.98138943,0.977770868,0.971303971,0.996225512
290,0.994124795,0.992775147,0.986515819,0.988869296,0.986471959,0.991534344,0.981933249,0.980360982,0.968666568,0.996470846
291,0.995997459,0.993258306,0.985614626,0.991742541,0.990560127,0.99184597,0.982918552,0.982097448,0.97172099,0.997001962
292,0.992852131,0.994122722,0.989325369,0.987672179,0.988419395,0.991809426,0.980516431,0.981937072,0.961991672,0.997180642
293,0.996242733,0.992993767,0.986069367,0.989223182,0.987837705,0.992600872,0.979295145,0.979394846,0.970103919,0.996712735
294,0.995555534,0.993508131,0.98271007,0.990309449,0.989392674,0.992237916,0.980311334,0.981259702,0.962138573,0.995668644
295,0.99651647,0.988565375,0.983479544,0.988904983,0.989137751,0.991021016,0.983226271,0.980670831,0.962918348,0.994927403
296,0.997505511,0.994933488,0.98969355,0.993427306,0.992694304,0.994807171,0.98888674,0.987446945,0.969543187,0.997787239
297,0.994908986,0.994294974,0.98435736,0.982484299,0.984807964,0.99221065,0.980193119,0.979483331,0.96277766,0.996311528
298,0.998597173,0.997556316,0.993006469,0.995876258,0.995999606,0.996214223,0.992002898,0.991327237,0.979693679,0.998950223
299,0.996312274,0.993592869,0.987844397,0.99318647,0.99344211,0.994742694,0.988172186,0.986440825,0.972641389,0.996424735
