,LB,BOLE,MOOB,ARF,ARFre,VU-LB,FU-ARF,FU-ARFre,OALE,CALMID
378,0.999298638,0.997650143,0.998242208,0.999366418,0.999062829,0.998854128,0.998569268,0.999003506,0.984474425,0.999145315
379,0.996611013,0.995689693,0.9976105,0.997169502,0.996765538,0.996186632,0.996693173,0.994394099,0.980764251,0.997916633
380,0.995479601,0.997417132,0.997077734,0.999393037,0.9985953,0.996797797,0.998401469,0.997805713,0.984000947,0.998575574
381,0.996464088,0.993394861,0.993263575,0.997097022,0.997232708,0.991781038,0.995353762,0.995316145,0.977269563,0.995685893
382,0.99867889,0.997076421,0.996357973,0.997398915,0.998223691,0.99802854,0.997819708,0.998867988,0.983341977,0.998668217
383,0.997540748,0.996420926,0.994727236,0.998116831,0.998050887,0.996767315,0.997410672,0.996807671,0.984408968,0.998124637
384,0.997170389,0.995857656,0.99340831,0.997891532,0.998223849,0.994682873,0.996783235,0.997246952,0.975794931,0.997149642
385,0.996417222,0.995071189,0.994701983,0.996559442,0.996812685,0.995499891,0.996943597,0.995509767,0.974247939,0.997762365
386,0.998223465,0.995684653,0.997255471,0.998181704,0.998125224,0.997231644,0.997325067,0.997680043,0.981597806,0.998143051
387,0.99686599,0.993229644,0.990862698,0.996662091,0.995283088,0.994644627,0.995200027,0.99736821,0.975209241,0.997358641
388,0.995714203,0.991008299,0.993682639,0.995858218,0.996705859,0.991527829,0.994665962,0.995612058,0.96233342,0.996119141
389,0.994971002,0.993753345,0.991550571,0.995472907,0.994367696,0.990864959,0.995010429,0.994266668,0.968819906,0.995681303
390,0.997941243,0.993480809,0.989876782,0.997079981,0.99573855,0.994177869,0.995174727,0.991700144,0.969039487,0.99717973
391,0.995336443,0.992635284,0.988669485,0.996052541,0.99725767,0.993913413,0.995325777,0.993663243,0.964462263,0.996595318
392,0.993316695,0.993786017,0.989812576,0.99460131,0.99517826,0.991182745,0.992577563,0.99199031,0.960228211,0.995689498
393,0.997002763,0.994322354,0.991128392,0.993357678,0.993678145,0.992493248,0.992085005,0.992388683,0.966117771,0.996813024
394,0.996956419,0.995324191,0.987998782,0.995442115,0.996587191,0.994648403,0.993973288,0.993755215,0.964745335,0.99759162
395,0.99526257,0.992617722,0.985920357,0.991790765,0.994634627,0.991784109,0.993619661,0.990810476,0.96092575,0.996639138
396,0.995217196,0.99388851,0.984080113,0.985852467,0.994518251,0.990621797,0.99262419,0.993207725,0.965931913,0.995458632
397,0.996366794,0.995866431,0.989486984,0.986604405,0.99711065,0.994501992,0.994821268,0.996456014,0.959183767,0.997843487
398,0.993871807,0.994318818,0.983225532,0.984321686,0.991208449,0.990835359,0.991476502,0.992063075,0.965686572,0.996310663
399,0.995977782,0.994945032,0.984970078,0.987888843,0.992798639,0.992702409,0.993054076,0.992018293,0.965435898,0.996410112
