,LB,BOLE,MOOB,ARF,ARFre,VU-LB,FU-ARF,SS-ARFre,OALE,CALMID
264,0.987436044,0.985471908,0.969612615,0.936767404,0.947487524,0.979996906,0.936728311,0.925095979,0.951402753,0.989720525
265,0.986094173,0.983663509,0.966883612,0.949132813,0.947760247,0.976700896,0.931100929,0.924674255,0.946562987,0.990030552
266,0.988110535,0.986802708,0.975386324,0.946772927,0.957331985,0.981195105,0.937180094,0.93441836,0.954693596,0.990879009
267,0.985770918,0.981972136,0.969993421,0.941371321,0.95416106,0.976495044,0.936692241,0.928223001,0.956344182,0.986172367
268,0.988410905,0.98761904,0.971093689,0.945812933,0.958315713,0.979272797,0.937297697,0.930844908,0.948743776,0.991339785
269,0.993003417,0.98978156,0.978877071,0.960787934,0.966869366,0.98726397,0.946648076,0.946656051,0.96604342,0.992534065
270,0.9892109,0.986004624,0.971188207,0.94548169,0.956371435,0.979118031,0.939147833,0.931169595,0.951113349,0.989573368
271,0.991435159,0.988779647,0.977546628,0.961936011,0.966412711,0.983415858,0.944922832,0.940885492,0.948677936,0.993422965
272,0.985629385,0.985483524,0.97143885,0.945830612,0.962356018,0.978018977,0.940154897,0.938172961,0.947723938,0.988669748
273,0.991828698,0.989647049,0.976543142,0.962865299,0.962213086,0.986436959,0.953059382,0.950832573,0.95701137,0.992294954
274,0.986651211,0.985499394,0.974607174,0.953701097,0.955354447,0.976173971,0.944898987,0.937059053,0.944640252,0.987748681
275,0.992797981,0.991611655,0.982073371,0.96072026,0.967972996,0.984744802,0.951943918,0.950629712,0.961289701,0.992605426
276,0.979424596,0.979972666,0.963345362,0.939616556,0.945400925,0.967544869,0.941614326,0.931550286,0.940801085,0.984761094
277,0.987799764,0.987050616,0.978434022,0.953404328,0.965643308,0.977990862,0.944215352,0.933012776,0.94205893,0.990091432
278,0.989467237,0.987878946,0.985283902,0.965006741,0.969200189,0.983371218,0.954263438,0.948678629,0.951885511,0.99151513
279,0.989481149,0.990679399,0.983871195,0.959953485,0.962955588,0.983172769,0.951932715,0.948704442,0.945161554,0.992919069
280,0.993080956,0.992351955,0.988987367,0.968862697,0.971866286,0.986271428,0.962505331,0.95481229,0.958560972,0.994145848
281,0.991697673,0.992396706,0.988431131,0.973109256,0.97635506,0.985249224,0.964433046,0.957828206,0.959867778,0.992411467
282,0.990993588,0.992697096,0.990080268,0.978375884,0.978818194,0.988476686,0.971965074,0.963532811,0.96236872,0.993999862
283,0.995760667,0.995915367,0.993398367,0.983600207,0.985550809,0.993009853,0.976843611,0.974249622,0.970009078,0.995986406
284,0.995763753,0.994769809,0.992929679,0.982325014,0.985729056,0.990606527,0.97555637,0.968599039,0.968847076,0.994071837
285,0.991784827,0.991221236,0.993442472,0.972674005,0.983726072,0.988147031,0.966104115,0.963413499,0.962727877,0.989513078
286,0.994017622,0.994138659,0.992222431,0.980893653,0.982759282,0.990042076,0.976910814,0.975065627,0.968974563,0.993984595
287,0.995729489,0.996154158,0.994677424,0.984759677,0.985759414,0.993135497,0.976096993,0.971280878,0.973327215,0.996727656
288,0.992056573,0.993046899,0.993541611,0.980562216,0.987520505,0.989840817,0.979053348,0.972300605,0.965327892,0.993479599
289,0.994024733,0.994404825,0.991913185,0.988337342,0.986575149,0.990336911,0.978943599,0.977294619,0.967913042,0.995275449
290,0.994226998,0.995798597,0.993188169,0.989043324,0.989674778,0.991842814,0.982308324,0.980440738,0.968734278,0.995822888
291,0.996462067,0.996530159,0.99397568,0.989407618,0.992622585,0.9932939,0.984183111,0.980702099,0.975178806,0.996880132
292,0.998152344,0.995931645,0.994045823,0.988973904,0.991450273,0.994901173,0.982467854,0.98177032,0.964796004,0.996442187
293,0.996421194,0.996073143,0.993548502,0.989405542,0.987915083,0.993616613,0.980892881,0.981212416,0.969757002,0.996178984
294,0.996078784,0.993816347,0.992770263,0.987814104,0.98727812,0.992009481,0.98196951,0.97830632,0.962921321,0.995633327
295,0.99281511,0.993624596,0.993506638,0.988505756,0.987203867,0.991469641,0.980174263,0.978122039,0.958800932,0.994824938
296,0.997762116,0.995615919,0.997105309,0.993176106,0.993602295,0.994888583,0.986351197,0.984163406,0.973906231,0.9974057
297,0.995741621,0.99587549,0.99038719,0.984477275,0.987221211,0.99169494,0.981343316,0.976108187,0.96642314,0.996096213
298,0.997365787,0.997394189,0.997213158,0.994000614,0.99458772,0.995796354,0.991011823,0.989551173,0.97997898,0.997984753
299,0.996278791,0.996321964,0.99561667,0.991463692,0.992685322,0.995313853,0.987659475,0.98652278,0.972206558,0.996733144
