,LB,BOLE,MOOB,ARF,ARFre,SS-LB,VU-ARF,VU-ARFre,OALE,CALMID
0,0.85494636,0.853823036,0.851640135,0.897209401,0.887163643,0.842785095,0.882742664,0.877689616,0.876379584,0.834305182
1,0.937195693,0.937727127,0.936729629,0.941101348,0.941170872,0.893637692,0.91700351,0.907569519,0.923341168,0.82244063
2,0.945419004,0.945175999,0.945413129,0.947472599,0.947467007,0.924271683,0.943976625,0.941213528,0.936774954,0.82377908
3,0.927072861,0.927102299,0.926950101,0.930100668,0.930382004,0.906887659,0.919088626,0.92798236,0.922387343,0.885028088
4,0.929726911,0.929661128,0.929607727,0.930037949,0.92977348,0.919060877,0.926573051,0.929023533,0.925917562,0.909552809
5,0.935535119,0.934640205,0.934624892,0.937336154,0.936446385,0.92505562,0.936684481,0.933471166,0.937182865,0.912394388
6,0.946613392,0.946937951,0.945309916,0.946732275,0.947075508,0.932151607,0.935676345,0.933479285,0.941150067,0.933941688
7,0.931203836,0.931249073,0.929831005,0.931213904,0.931110976,0.929800419,0.929743052,0.925161582,0.930038215,0.929049423
8,0.931313131,0.931313131,0.929892371,0.931214688,0.931279657,0.929041881,0.930823821,0.930054872,0.929776808,0.929311606
9,0.930947153,0.930436349,0.929284937,0.931176313,0.931148422,0.930076124,0.929884732,0.924484803,0.929642478,0.929803156
10,0.940684672,0.944501094,0.943221233,0.947441943,0.94701688,0.936807009,0.945705609,0.945933856,0.942277974,0.938850621
11,0.946525205,0.945325824,0.944842817,0.947456042,0.947353812,0.940764998,0.947104133,0.947128062,0.944424212,0.944613828
12,0.946902357,0.94698398,0.944682368,0.947473578,0.947462013,0.938740896,0.946947824,0.947076093,0.944580409,0.943274539
13,0.947474747,0.947474747,0.945444231,0.947472669,0.947468083,0.942001152,0.947347953,0.947347509,0.94558369,0.944778336
14,0.930317319,0.92970405,0.928967745,0.93130542,0.931312361,0.924430439,0.931238359,0.931122607,0.929190037,0.924769878
15,0.930497489,0.931264681,0.928229151,0.931313131,0.931313131,0.925473176,0.931304162,0.931300902,0.928003665,0.925733103
16,0.930662043,0.930016897,0.928570035,0.931312593,0.931313131,0.926573366,0.931287255,0.931254651,0.92692202,0.926713482
17,0.930638285,0.93001813,0.929980373,0.931310931,0.93130763,0.928153189,0.931305744,0.930919081,0.924301598,0.929050215
18,0.921974942,0.924769871,0.930939103,0.931307768,0.931252593,0.904225564,0.930596451,0.931142661,0.913267352,0.912480902
19,0.936574733,0.938617745,0.945082424,0.943152713,0.936706215,0.894707236,0.928032037,0.945393257,0.916688129,0.91793274
20,0.947471782,0.947469363,0.943874505,0.939733353,0.9332228,0.931466004,0.904174138,0.920540944,0.932504649,0.942387585
21,0.914165578,0.92497317,0.909941183,0.896255127,0.874490195,0.892564652,0.807631218,0.838794932,0.900100821,0.909874688
22,0.90476918,0.92243748,0.909271974,0.911149072,0.907556366,0.883659446,0.846529787,0.83849923,0.900343726,0.913131608
23,0.899827814,0.903993702,0.864053443,0.898877438,0.902345273,0.864112417,0.854985586,0.842123475,0.863817392,0.879960356
24,0.923971199,0.923238974,0.87101695,0.924628409,0.928914856,0.882727131,0.88402614,0.879091703,0.874254229,0.885259515
25,0.9259827,0.939751536,0.926552189,0.931676529,0.938976851,0.898257372,0.893578509,0.892098144,0.886166354,0.89724841
26,0.912620951,0.926913498,0.91765453,0.910427846,0.927317974,0.895334951,0.900667056,0.918568219,0.902794518,0.906191305
27,0.906319583,0.911048731,0.888467842,0.910313883,0.912445115,0.894140631,0.895765305,0.899529895,0.893300019,0.902015876
28,0.902073899,0.908163362,0.886195578,0.899511588,0.911318644,0.884683967,0.892494042,0.90072562,0.889635252,0.896678328
29,0.912608099,0.912227197,0.891985285,0.910457598,0.910725262,0.895140259,0.897613166,0.900975763,0.887213471,0.904344838
30,0.913520333,0.913776337,0.900129117,0.912552684,0.913013505,0.897966807,0.900026439,0.907866305,0.895012823,0.907228585
31,0.91280922,0.914537144,0.913942694,0.908824195,0.909075949,0.907399861,0.901646057,0.906625355,0.901818156,0.911963278
32,0.912023553,0.927602759,0.927754094,0.925828112,0.924979939,0.910973972,0.914878698,0.92081694,0.914106174,0.920033682
33,0.930849782,0.930710512,0.929613123,0.929179564,0.927844918,0.920346852,0.922478059,0.92852939,0.924249868,0.924613874
34,0.926869993,0.930155895,0.92846861,0.925628522,0.927478617,0.919105907,0.925509861,0.926707383,0.921158263,0.926876737
35,0.927253525,0.929686983,0.927164185,0.923040448,0.929789445,0.919424313,0.927342901,0.926725365,0.924195329,0.924961953
36,0.929448468,0.930915261,0.927451597,0.930170259,0.930911799,0.925340512,0.928459286,0.927523897,0.926551372,0.926321195
37,0.928627519,0.930611812,0.928456468,0.930593602,0.930820254,0.929068175,0.929157483,0.929602769,0.927319519,0.926685373
38,0.930885095,0.931079762,0.928876433,0.930904818,0.930890488,0.928973475,0.92907187,0.92931775,0.927432657,0.930120611
39,0.929938456,0.930985492,0.928589932,0.930141423,0.930188306,0.928860494,0.92916626,0.929973185,0.927565907,0.929770353
40,0.928804994,0.930921498,0.928192315,0.930249907,0.93055867,0.928067282,0.928734827,0.92966448,0.927934496,0.929866785
41,0.930820986,0.930856808,0.926924849,0.929749827,0.930576884,0.92783545,0.929272128,0.929809336,0.927588012,0.929384161
42,0.929646727,0.929075641,0.924961086,0.929813077,0.93044932,0.924595613,0.929323584,0.929960618,0.925133552,0.927255574
43,0.930891791,0.930900249,0.922422555,0.929021489,0.929568634,0.925211069,0.927951659,0.927403345,0.923906725,0.929692691
44,0.928092034,0.929695792,0.919428854,0.925642939,0.929299915,0.92218575,0.925897128,0.926125557,0.921586774,0.928513302
45,0.918981575,0.919599717,0.900132907,0.906862682,0.920786272,0.891949693,0.904110118,0.903082426,0.907048684,0.910545903
46,0.928470951,0.936539063,0.905874559,0.921341219,0.928667793,0.916615099,0.925502019,0.928703026,0.918450926,0.922596767
47,0.927771266,0.930696027,0.918065967,0.927947161,0.927351471,0.92069636,0.924395482,0.924454638,0.917711913,0.928386135
48,0.936489684,0.942396058,0.923091458,0.943663926,0.943301256,0.922651234,0.932467183,0.929864664,0.921789864,0.935597063
49,0.941213354,0.944819388,0.926018709,0.945170415,0.945699919,0.920669643,0.93385722,0.934219765,0.92539026,0.93046598
50,0.94152708,0.940715025,0.924482774,0.944064473,0.942687968,0.916817273,0.92272074,0.920719003,0.920482259,0.927212866
51,0.943153153,0.939732658,0.935122735,0.944404123,0.943539288,0.915987492,0.920362138,0.923217045,0.922967,0.922185769
52,0.93742548,0.944366771,0.939902468,0.946640344,0.946056171,0.930383749,0.937413522,0.93634482,0.929954311,0.93310263
53,0.943435617,0.944889156,0.936339254,0.945479172,0.94457693,0.930010859,0.927828342,0.931815733,0.92852326,0.924752666
54,0.925224001,0.941335071,0.920377211,0.944619269,0.936592935,0.914849862,0.913823944,0.89954761,0.917363438,0.92479619
55,0.942416141,0.944469551,0.918498097,0.935111775,0.937240031,0.912966198,0.901318709,0.904851814,0.91771179,0.918561238
56,0.943039719,0.941997817,0.922745032,0.931150983,0.930815076,0.903660141,0.872032265,0.888278693,0.907785881,0.916312516
57,0.940330399,0.943818711,0.927089363,0.938678609,0.940310666,0.902287817,0.892811313,0.887808446,0.909243887,0.919671698
58,0.935918747,0.941225828,0.921421093,0.901334471,0.930394002,0.894063711,0.873018055,0.876705159,0.90611903,0.91196072
59,0.938192787,0.935940986,0.897503205,0.911075101,0.927557725,0.888072162,0.862348876,0.874730316,0.899089614,0.900487654
60,0.927199893,0.942984118,0.911863959,0.938979126,0.938178935,0.878106771,0.852661969,0.871012457,0.898485707,0.888382902
61,0.940284626,0.942798726,0.929849607,0.943401391,0.94424667,0.900011795,0.919831008,0.918551865,0.919657317,0.913438223
62,0.926539778,0.91487454,0.91823981,0.929809906,0.93071248,0.910511357,0.9266478,0.924458704,0.911791682,0.924014902
63,0.929896694,0.930428635,0.921401303,0.931107345,0.931086462,0.922323439,0.929779741,0.928705131,0.922480239,0.927803137
64,0.925288244,0.931197677,0.923774298,0.931172183,0.93130049,0.925476111,0.93002751,0.930600936,0.924173991,0.929574565
65,0.92933162,0.931069959,0.925818847,0.930731079,0.930739078,0.926556688,0.930510117,0.930524967,0.926990227,0.928840656
66,0.920748722,0.9285075,0.925557883,0.928137249,0.927763362,0.904879876,0.924022964,0.923281005,0.917255891,0.912397063
67,0.928774313,0.931161883,0.928629563,0.931301492,0.930413079,0.920549602,0.930627954,0.930191622,0.926074317,0.927229291
68,0.928143728,0.931226956,0.931073028,0.930856991,0.931147255,0.921362661,0.930466267,0.929651448,0.924350049,0.927789189
69,0.931091175,0.931055979,0.930861233,0.931041191,0.931052397,0.926993415,0.930503415,0.928723596,0.926663513,0.929910551
70,0.928187877,0.930986192,0.929745254,0.930143261,0.930807566,0.92683836,0.929094004,0.927066295,0.926376238,0.928530283
71,0.927014831,0.931226353,0.930706634,0.930195383,0.930992521,0.926312799,0.929425221,0.930647265,0.924182437,0.927689901
72,0.927345172,0.931217091,0.931114094,0.930977658,0.931128478,0.929513353,0.930386157,0.928021611,0.926371051,0.927415038
73,0.926809595,0.931102167,0.927762852,0.929542279,0.930140696,0.918624657,0.92696438,0.928694957,0.922385818,0.91989196
74,0.929707132,0.930551415,0.930089041,0.931078778,0.93042638,0.924917115,0.929099184,0.9306086,0.924354415,0.927862562
75,0.927817088,0.931133669,0.930627382,0.931086668,0.93112233,0.92603125,0.930828229,0.931057538,0.927672998,0.930178501
76,0.917777011,0.921419875,0.916338781,0.922936227,0.922063424,0.903749308,0.910369971,0.917701715,0.90867535,0.917953879
77,0.920621399,0.926551078,0.929742354,0.925623416,0.931168504,0.907723737,0.918428775,0.929870098,0.911319683,0.92207949
78,0.927045113,0.926499959,0.920967641,0.922999793,0.923012994,0.910260103,0.918180309,0.921766168,0.91510803,0.924035159
79,0.929158311,0.929529768,0.927694823,0.930954403,0.929683784,0.907662984,0.918625769,0.924576396,0.910133789,0.924196235
80,0.931243465,0.93119248,0.930301234,0.931166509,0.9312357,0.926051142,0.930549249,0.931179891,0.925216997,0.931022586
81,0.930522532,0.930407995,0.930546726,0.9311586,0.931043281,0.926533156,0.93090539,0.930965629,0.925713131,0.929962808
82,0.931017833,0.931262957,0.930606514,0.93096818,0.930851955,0.9279974,0.931066278,0.93101182,0.927663382,0.930985401
83,0.897532265,0.884004787,0.91275487,0.931146418,0.931074701,0.804186057,0.931030921,0.930739078,0.899987549,0.840187037
84,0.931285913,0.926593785,0.930071864,0.931289957,0.931291067,0.922028231,0.931023327,0.931003405,0.925332544,0.923803344
85,0.930831993,0.927350529,0.927641652,0.931235051,0.931273915,0.925239475,0.930832209,0.930365778,0.92601302,0.929618254
86,0.927929961,0.927600392,0.924715884,0.931191897,0.93115939,0.914457967,0.930150048,0.929931672,0.921112188,0.918543819
87,0.929165941,0.930672756,0.926699249,0.930554731,0.930725629,0.922612078,0.929701114,0.92954636,0.926483176,0.928878605
88,0.915131764,0.915596273,0.912806824,0.915572685,0.915594424,0.910528937,0.914949452,0.914328604,0.912054287,0.914334884
89,0.929016604,0.931266299,0.927462104,0.931183332,0.931122397,0.923831986,0.93048943,0.930930082,0.92783907,0.92977095
90,0.927567878,0.927667101,0.922454115,0.930931894,0.931241894,0.920742235,0.930473388,0.931008226,0.923611322,0.927388242
91,0.927792605,0.930244004,0.927938362,0.9310833,0.93106318,0.918044884,0.930381063,0.930865343,0.923692769,0.92497383
92,0.929218476,0.930031857,0.927575903,0.930544987,0.930251058,0.92098573,0.929568702,0.930711593,0.926130785,0.924896667
93,0.915353583,0.915684635,0.911568324,0.915496596,0.915420811,0.909912311,0.914469938,0.913750197,0.910365535,0.91379496
94,0.929598653,0.930322397,0.926032495,0.93075588,0.930743552,0.918148035,0.930101646,0.93083409,0.925463172,0.926466936
95,0.929533634,0.930439639,0.926363734,0.931222331,0.93123048,0.922124509,0.930843042,0.931134036,0.926750769,0.928652644
96,0.930918828,0.930922914,0.926163436,0.931226756,0.931249751,0.92819895,0.930914595,0.930977825,0.925917704,0.929313779
97,0.930976865,0.931285008,0.925858092,0.931031672,0.931189867,0.92790563,0.93069758,0.930616314,0.926646115,0.929446617
98,0.931267178,0.931304502,0.924743738,0.931226255,0.9313069,0.927913011,0.930576746,0.930341244,0.92707202,0.93079601
99,0.931286706,0.931211425,0.926163588,0.931282355,0.931283814,0.92830148,0.930702558,0.930850645,0.927357469,0.930821697
100,0.93008839,0.931305963,0.930927933,0.931284694,0.931311027,0.929063714,0.930763238,0.930738901,0.927648024,0.930324434
101,0.930834792,0.931302442,0.930793433,0.931281641,0.931274887,0.926338659,0.931025257,0.931112529,0.927364453,0.929725719
102,0.931261036,0.931294528,0.931306316,0.931221231,0.931242449,0.92567109,0.931004576,0.931231089,0.927777091,0.929608428
103,0.931285838,0.931296166,0.931240309,0.930950732,0.931252618,0.926926212,0.930698856,0.930667528,0.928104219,0.930575513
104,0.926365631,0.926996663,0.930692849,0.929866407,0.930722622,0.912526389,0.930344241,0.930809002,0.924964248,0.920018499
105,0.927445609,0.931235146,0.930370426,0.930899823,0.929425765,0.91812291,0.930227054,0.929223442,0.925280218,0.928210961
106,0.929247755,0.932479234,0.934336939,0.940298395,0.943543879,0.90634296,0.934696112,0.932582334,0.92570246,0.92336103
107,0.929914021,0.93073931,0.919447775,0.940187664,0.940158976,0.860069229,0.906779414,0.912002999,0.898214798,0.899894523
108,0.946061291,0.945588868,0.924485212,0.930254089,0.941433417,0.903463944,0.887143734,0.892589001,0.911250143,0.93559479
109,0.947402999,0.947351443,0.936089451,0.944073993,0.946259102,0.936380959,0.906520583,0.912179869,0.922534271,0.946276996
110,0.944579874,0.947275394,0.942398042,0.945927473,0.946453932,0.942094686,0.921729412,0.929165932,0.936229169,0.945488347
111,0.945033165,0.947158556,0.942831907,0.946096245,0.946399209,0.939944116,0.931210779,0.919032404,0.933558841,0.944308617
112,0.946023905,0.946202184,0.941155339,0.945408313,0.944282249,0.932050265,0.933490968,0.929730234,0.932265889,0.943115835
113,0.913135676,0.908476169,0.903914139,0.906725635,0.885814355,0.869789468,0.842348547,0.83453558,0.88449271,0.898304951
114,0.910725683,0.903405807,0.883393101,0.92666712,0.926708312,0.851792442,0.846300645,0.857658704,0.864082539,0.909360384
115,0.918129921,0.916875377,0.834556736,0.922172044,0.91991514,0.874156387,0.869301461,0.864110601,0.864432039,0.902276458
116,0.93705999,0.93933895,0.86296416,0.943979171,0.943992608,0.90821933,0.910947797,0.906194611,0.903294132,0.925116789
117,0.94296835,0.945429534,0.902201493,0.942680718,0.941670026,0.925145936,0.923299867,0.91863822,0.919131945,0.934630639
118,0.940779734,0.943252016,0.907670846,0.944028172,0.941295747,0.926393854,0.92257383,0.933518209,0.92425229,0.939887476
119,0.936596694,0.942741364,0.903302859,0.935698822,0.93924861,0.927642614,0.916765019,0.911912272,0.917064025,0.938216324
120,0.924526669,0.937252763,0.902328714,0.922386203,0.930076572,0.896101508,0.891737262,0.89378945,0.909780307,0.908023988
121,0.939370179,0.94450846,0.925664281,0.936643118,0.941162389,0.9352215,0.921591214,0.923255766,0.932607477,0.932571133
122,0.933816632,0.944993388,0.928313353,0.945581589,0.945012515,0.923201791,0.937165096,0.940696693,0.928999869,0.919700554
123,0.946980732,0.946693962,0.929372253,0.947123152,0.94681391,0.935792115,0.941247393,0.943770721,0.934375989,0.935074036
124,0.947403253,0.947445095,0.926605601,0.947271455,0.946816633,0.942602134,0.945038167,0.945669614,0.937395711,0.943856565
125,0.941776672,0.947092872,0.921615754,0.946546686,0.946431759,0.943661147,0.943349508,0.942448746,0.938648123,0.943779544
126,0.946095392,0.947114175,0.924889294,0.946477217,0.947002969,0.944696883,0.945740714,0.946221586,0.939851247,0.945637067
127,0.946662473,0.947180662,0.930334222,0.946154981,0.94673324,0.936025634,0.94487067,0.945074433,0.941273485,0.938018999
128,0.9429819,0.943518084,0.935558502,0.945786373,0.946790029,0.941686396,0.946117155,0.945884568,0.941005537,0.944848645
129,0.946380547,0.947080686,0.934744371,0.946430893,0.946508724,0.941623547,0.944722639,0.944199471,0.939460331,0.942720429
130,0.937353131,0.947244128,0.937401253,0.946899425,0.946539282,0.937655556,0.941042177,0.939979652,0.937991554,0.941964089
131,0.941065956,0.946960327,0.936932828,0.946786052,0.945833378,0.933761528,0.942303772,0.942769525,0.939126392,0.945588823
132,0.946094287,0.946447548,0.935837934,0.945831615,0.943842423,0.93458137,0.940964693,0.933542086,0.938675207,0.940307583
133,0.926190723,0.93051956,0.923912725,0.928235018,0.926938291,0.924837421,0.926666949,0.925833121,0.92537666,0.922784466
134,0.937890652,0.944142454,0.938348264,0.945998436,0.941749275,0.939922415,0.942646194,0.943455561,0.939871538,0.939285669
135,0.928582193,0.930019933,0.906524812,0.928859445,0.922677545,0.921452136,0.923405692,0.924937773,0.920912789,0.924206438
136,0.931561125,0.936831856,0.927605118,0.933368649,0.936261607,0.911229987,0.924824638,0.922420894,0.927243178,0.922539723
137,0.928520397,0.943649296,0.929266047,0.921421138,0.931932375,0.899635527,0.922166214,0.913717331,0.928259358,0.918547665
138,0.93349831,0.942100755,0.907901497,0.909294939,0.920026523,0.909261517,0.906089263,0.916125625,0.928739544,0.926044902
139,0.935959966,0.944064772,0.928865097,0.940277301,0.943243558,0.92750938,0.928641487,0.937020626,0.935127159,0.934632286
140,0.937301059,0.942717579,0.909875145,0.938032076,0.936949871,0.916767916,0.907198221,0.914490003,0.919026144,0.925802384
141,0.927043272,0.941223139,0.91579482,0.940718382,0.942452627,0.904138648,0.904912708,0.906352844,0.911157961,0.917936908
142,0.943964301,0.943772121,0.922422589,0.941778247,0.943036607,0.918708462,0.913232247,0.913818334,0.912582918,0.929502344
143,0.942603677,0.943243388,0.935368159,0.93787736,0.942845763,0.919037493,0.922902728,0.912357735,0.920756854,0.925990084
144,0.939499036,0.943828176,0.934030632,0.943302517,0.942923789,0.918793123,0.924369099,0.916201332,0.921240075,0.927431351
145,0.944797192,0.945999227,0.932664411,0.944675699,0.942451026,0.918052404,0.917023065,0.90779845,0.9216378,0.930814244
146,0.946035975,0.945515518,0.942054569,0.945892393,0.944851178,0.927015533,0.93639123,0.937996413,0.932235932,0.939009325
147,0.947349973,0.947312418,0.945572907,0.946999474,0.946925875,0.937903981,0.944735531,0.942665053,0.936069611,0.945105236
148,0.942893411,0.945863005,0.942593614,0.944064911,0.945291846,0.939982149,0.938192719,0.936656271,0.931250093,0.942696917
149,0.945889003,0.945147828,0.91770879,0.941374275,0.94515578,0.936244083,0.923634694,0.91234522,0.924278878,0.941413847
150,0.93407891,0.942318873,0.909629935,0.939835904,0.93922844,0.916768798,0.909756988,0.905104566,0.915008908,0.926940402
151,0.946033267,0.946095142,0.927350457,0.946265539,0.94632124,0.926510044,0.93159069,0.925085286,0.925161394,0.935484291
152,0.943166674,0.944285208,0.929401348,0.946874337,0.946724644,0.932000818,0.939430291,0.927245983,0.929502502,0.940238225
153,0.947413497,0.946800761,0.94290617,0.946776798,0.947379929,0.939577185,0.944287526,0.937017334,0.938758904,0.9446559
154,0.946211176,0.946651286,0.946800311,0.94736132,0.947398831,0.941292996,0.947138348,0.947132499,0.942233211,0.945691334
155,0.947411179,0.94690799,0.947122576,0.94746801,0.947444418,0.94284338,0.946712003,0.94385716,0.943326348,0.947026611
156,0.946481824,0.947464881,0.947380765,0.947470431,0.947474747,0.945497872,0.947373273,0.947179468,0.944780147,0.947255963
157,0.947344996,0.947453277,0.947437051,0.947381766,0.947474747,0.944059711,0.947110525,0.94733209,0.945060709,0.946147338
158,0.946785506,0.947470071,0.947386004,0.947470071,0.947474747,0.946884686,0.947418313,0.947467911,0.945352594,0.947376155
159,0.946556125,0.947453358,0.947419123,0.947448087,0.947474747,0.945860533,0.947369253,0.947378447,0.944930708,0.945965082
160,0.946697433,0.947468067,0.947435178,0.947468067,0.94747378,0.946923185,0.947349135,0.947384001,0.945873686,0.946737935
161,0.931313131,0.931313131,0.931257015,0.931289749,0.931313131,0.930861805,0.931225666,0.931272867,0.930027586,0.930803608
162,0.930857286,0.931252031,0.931290334,0.931311431,0.931310877,0.930518089,0.931000942,0.931262031,0.929039733,0.930110645
163,0.931313131,0.931302609,0.931282255,0.931313131,0.931313131,0.930699732,0.93122201,0.931282435,0.929134732,0.930827395
164,0.921313819,0.927436351,0.914083634,0.926023582,0.925328649,0.905396888,0.920702624,0.925715751,0.92040205,0.916433965
165,0.930936194,0.915001457,0.917529029,0.924571755,0.926302286,0.908993291,0.921789634,0.927461537,0.920067868,0.922506862
166,0.9312757,0.931284271,0.930777079,0.931306656,0.931306937,0.927258193,0.931189237,0.931298838,0.929044196,0.928859987
167,0.929976187,0.930383091,0.930810486,0.930742321,0.930839608,0.926375291,0.929414048,0.931277299,0.928574908,0.929018372
168,0.902629959,0.91158951,0.911005694,0.914495162,0.914954134,0.902173661,0.910557098,0.912676036,0.906825563,0.907821963
169,0.911630494,0.915465442,0.914579549,0.915581208,0.915779794,0.910145298,0.915149288,0.915154091,0.912907848,0.914692374
170,0.921381496,0.922127212,0.930168878,0.931302848,0.922307965,0.916971268,0.930112807,0.930604694,0.928060704,0.929240403
171,0.896918736,0.913577383,0.915152956,0.915808834,0.915775176,0.905259292,0.915592287,0.915635395,0.912075959,0.911075484
172,0.914194818,0.915670475,0.915104933,0.915792879,0.915604991,0.909806831,0.915533678,0.915128696,0.912620131,0.913561375
173,0.926242563,0.928485821,0.929777465,0.927800072,0.929647513,0.908372886,0.924275631,0.923442389,0.921806398,0.921523389
174,0.907520185,0.899634816,0.927695942,0.931313131,0.931229621,0.867872775,0.931229227,0.93106617,0.912648433,0.879952612
175,0.929275768,0.914216457,0.928952037,0.931313131,0.931280144,0.862234192,0.93101284,0.931045092,0.916152298,0.901861622
176,0.915814127,0.915511553,0.914198952,0.915778979,0.915329875,0.908069996,0.915207137,0.915507206,0.910598334,0.911893025
177,0.91484991,0.914645202,0.913034244,0.915819818,0.915544884,0.910189885,0.914845889,0.915279872,0.911350717,0.912582946
178,0.913794881,0.913590528,0.912780196,0.915799864,0.915656234,0.906816017,0.915046234,0.914658618,0.90915207,0.908493535
179,0.915824916,0.915643655,0.91411423,0.915824916,0.915775845,0.913316151,0.915616532,0.915723197,0.913193394,0.913149227
180,0.915823793,0.915775076,0.91312527,0.915717724,0.915769701,0.9130094,0.915513525,0.915617092,0.913478906,0.912305064
181,0.913887541,0.912512991,0.913143131,0.91574749,0.915628686,0.905453274,0.915185893,0.915637521,0.911151401,0.907680231
182,0.914244067,0.915674678,0.912045529,0.915814101,0.915784404,0.910306416,0.914870998,0.915137614,0.912670478,0.913044324
183,0.91383491,0.914977131,0.912136906,0.915809996,0.915740809,0.908681185,0.914761108,0.915349317,0.911820012,0.910719558
184,0.914307317,0.914922411,0.912799076,0.915729773,0.915818104,0.909084597,0.915205792,0.91568666,0.911427976,0.911285594
185,0.915003838,0.915247737,0.913251735,0.915252202,0.915822715,0.906925287,0.915607932,0.915655125,0.912473724,0.910705675
186,0.915150322,0.915447258,0.913369207,0.915808944,0.915789108,0.911782472,0.915751353,0.915721413,0.913472004,0.91454252
187,0.915821419,0.915824916,0.913739792,0.915822729,0.915820478,0.913302764,0.915796519,0.91580863,0.914023693,0.914424888
188,0.914772796,0.914980292,0.913532278,0.915791858,0.915824916,0.91027663,0.915765149,0.915693743,0.91268076,0.912110861
189,0.915405856,0.91539647,0.911533119,0.915632493,0.915803554,0.91314954,0.915537586,0.915212202,0.913347676,0.913378664
190,0.914671885,0.914894769,0.910622729,0.915760749,0.915807847,0.910969069,0.915326409,0.914682057,0.911169928,0.913762543
191,0.914982042,0.915813692,0.910988551,0.915824916,0.915813306,0.912385433,0.915512416,0.914900033,0.912676708,0.915048446
192,0.912835149,0.913056322,0.910640577,0.915625445,0.915811081,0.904878711,0.914099641,0.915452877,0.911325687,0.911577347
193,0.913925556,0.914351585,0.908635855,0.91578863,0.915815977,0.907335721,0.914631296,0.911705215,0.90893332,0.913027775
194,0.911408264,0.913233227,0.910435813,0.915809156,0.915580079,0.905688375,0.912634609,0.912209606,0.906868561,0.909521033
195,0.913980325,0.915310362,0.910202424,0.915813444,0.915671812,0.911348009,0.914708002,0.915106485,0.910883337,0.913560373
196,0.913293054,0.915689033,0.911832182,0.915824916,0.915800044,0.910420899,0.915090139,0.915456299,0.911327697,0.913222162
197,0.914873817,0.91581923,0.911703081,0.915818152,0.915738823,0.906072697,0.915302634,0.91505376,0.91106682,0.909876082
198,0.916048674,0.917121643,0.908774367,0.930343244,0.929269787,0.882828735,0.926611621,0.924794699,0.901712038,0.905597926
199,0.926660261,0.927280535,0.910668633,0.930821773,0.929173169,0.889975897,0.922536493,0.927330022,0.907873213,0.918574547
200,0.931285246,0.931264728,0.906335971,0.925162822,0.929899786,0.920431823,0.921333145,0.918225822,0.905804084,0.929384731
201,0.855829168,0.841314296,0.864247805,0.86776894,0.868563158,0.733306849,0.754917144,0.747697196,0.812250058,0.838577217
202,0.918446731,0.921358894,0.878340295,0.920628389,0.917231844,0.859316639,0.803618828,0.773267123,0.852840401,0.910626389
203,0.927486202,0.927510497,0.919763458,0.928931573,0.927138079,0.908186899,0.894210078,0.895859137,0.898297655,0.921395236
204,0.922381052,0.928270984,0.919023192,0.930177659,0.929817072,0.923006289,0.912849804,0.921509448,0.91527738,0.927376709
205,0.929181932,0.928592304,0.901136561,0.926332793,0.923963822,0.913594585,0.900899156,0.909465568,0.902356659,0.925313964
206,0.914520269,0.919727868,0.900524777,0.914720586,0.922085072,0.894373224,0.884238743,0.879533381,0.895588698,0.90953989
207,0.925229765,0.927868487,0.909088377,0.920630369,0.923563823,0.901760673,0.895488055,0.858888217,0.902176618,0.923209672
208,0.926864089,0.929512609,0.921593012,0.927456248,0.930314684,0.920943874,0.919325151,0.895360971,0.916773605,0.926533156
209,0.921015327,0.929700244,0.917381228,0.928535912,0.927473021,0.914976862,0.91569425,0.897539545,0.911147342,0.922320796
210,0.923921588,0.927235339,0.912639841,0.928030667,0.924698484,0.912969692,0.916059415,0.919165829,0.907764558,0.925284479
211,0.918899632,0.923404979,0.893779114,0.91837675,0.921308258,0.899398174,0.904127221,0.911903132,0.893327438,0.911295336
212,0.926791467,0.926432996,0.904777399,0.922471013,0.924030817,0.90186854,0.90108282,0.903927778,0.895165693,0.919064073
213,0.936360294,0.939418867,0.926429883,0.940259674,0.941987316,0.91941836,0.926220232,0.924468669,0.920006395,0.932919625
214,0.938868422,0.944482859,0.937395299,0.944578378,0.943101918,0.921289721,0.926166982,0.929929229,0.926247947,0.932219642
215,0.946578621,0.946629308,0.940168862,0.945659982,0.946153864,0.933541174,0.934001615,0.93547953,0.932496145,0.942922051
216,0.940038789,0.939227181,0.918640039,0.937877834,0.941206939,0.928776941,0.91440286,0.919401046,0.922442381,0.938851105
217,0.94021883,0.934889455,0.918608472,0.935611293,0.932843842,0.929013214,0.916333068,0.918837693,0.917708802,0.939975596
218,0.937292002,0.937958389,0.924815903,0.935348167,0.933651466,0.91562767,0.915886228,0.926309291,0.906303037,0.929352624
219,0.938652438,0.943890303,0.928345992,0.936414808,0.932962184,0.919024157,0.920342521,0.928777708,0.904122099,0.936010239
220,0.940738014,0.945007454,0.932740451,0.941440929,0.940296117,0.922801837,0.919815051,0.929091799,0.910011715,0.935005662
221,0.920826473,0.925338233,0.909352349,0.917076147,0.916011344,0.899917472,0.904815409,0.905819557,0.895528926,0.912333655
222,0.920906724,0.928152395,0.9142682,0.917144704,0.918051031,0.909677602,0.910441001,0.915855261,0.905434618,0.920532263
223,0.917506157,0.924127702,0.897906249,0.924038274,0.921337481,0.886729418,0.893080714,0.886054523,0.898127388,0.892787977
